id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
FYB1	FYB1	1.07143E-195	0.858499120376472	2.58193181132405e-191	Adapter molecule	BrainSpLMD|2533;Eurexp|euxassay_013177|thymus primordium	OMIM|602731;HPO|2533|Abnormality of the skeletal system, Autosomal recessive inheritance, Decreased mean platelet volume, Epistaxis, Thrombocytopenia
LRMDA	LRMDA	1.18776E-157	1.36427014144613	2.86226420197989e-153	Unclassified	BrainSpLMD|83938	OMIM|614537;HPO|83938|Albinism, Autosomal recessive inheritance, Nystagmus, Photophobia
APBB1IP	APBB1IP	1.52477E-136	1.34337761082611	3.67439419167563e-132	Adapter molecule	BrainSpLMD|54518;Eurexp|euxassay_003656|adenohypophysis, liver, molar, thymus primordium	OMIM|609036
DOCK8	DOCK8	3.01549E-127	1.56002776458934	7.26671856624676e-123	Guanine nucleotide exchange factor	BrainSpLMD|81704;Eurexp|euxassay_013103|thymus primordium	SFARI||Autism, 3 - Suggestive evidence;OMIM|611432;HPO|81704|Asthma, Atopic dermatitis, Autosomal dominant inheritance, Autosomal recessive inheritance, B lymphocytopenia, Cerebral vasculitis, Chronic otitis media, Decrease in T cell count, Delayed speech and language development, Eczema, Eosinophilia, Global developmental delay, Hemiplegia, Increased IgE level, Infantile onset, Intellectual disability, Neoplasm, Onychomycosis, Pneumonia, Recurrent bacterial infections, Recurrent bacterial skin infections, Recurrent candida infections, Recurrent fungal infections, Recurrent sinopulmonary infections, Recurrent sinusitis, Recurrent viral infections, Severe viral infections, Skin ulcer, Subarachnoid hemorrhage, Verrucae
ADAM28	ADAM28	2.25130E-112	1.71440466637178	5.42518904254722e-108	Metallo protease	BrainSpLMD|10863;Eurexp|euxassay_005826|oesophagus, olfactory, respiratory, thymus primordium, trachea	OMIM|606188
FGD2	FGD2	5.38780E-97	1.05956626212925	1.298353218026e-92	Guanine nucleotide exchange factor	BrainSpLMD|221472	OMIM|605091
LST1	LST1	6.53169E-93	0.889676720113814	1.57400548919613e-88	Cell surface receptor	BrainSpLMD|7940	OMIM|109170
CX3CR1	CX3CR1	8.88210E-93	1.21312784096929	2.14040776173471e-88	G protein coupled receptor	BrainSpLMD|1524;Eurexp|euxassay_006632|embryo	SFARI||Autism, 4 - Minimal evidence;OMIM|601470
SYK	SYK	7.71784E-92	0.997048014630988	1.85984443536834e-87	Tyrosine kinase	BrainSpLMD|6850	OMIM|600085;COSMIC||MDS, peripheral T-cell lymphoma
LPAR6	LPAR6	4.15369E-89	1.43568444890486	1.00095594039649e-84	G protein coupled receptor	BrainSpLMD|10161	OMIM|609239;HPO|10161|Alopecia, Autosomal dominant inheritance, Autosomal recessive inheritance, Brittle hair, Coarse hair, Fair hair, Fine hair, Hypopigmentation of hair, Hypotrichosis, Hypotrichosis of the scalp, Slow-growing hair, Sparse and thin eyebrow, Sparse body hair, Sparse eyelashes, Woolly hair
