id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
CALB2	CALB2	0.00000E+00	1.02908077859366	0	Calcium binding protein	BrainSpLMD|794;BrainSpMouseDev|12093	OMIM|114051
CD24	CD24	0.00000E+00	1.2995210024646	0		BrainSpLMD|100133941;BrainSpMouseDev|12269	OMIM|600074
CRMP1	CRMP1	0.00000E+00	1.18605418861487	0	Enzyme: Hydrolase	BrainSpLMD|1400;Eurexp|euxassay_006182|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, genital tubercle, glossopharyngeal IX, midgut, neural retina, rectum, spinal cord, stomach, thoracic, tongue, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|602462
CXCR4	CXCR4	0.00000E+00	1.01623329681065	0	G protein coupled receptor	BrainSpLMD|7852;Eurexp|euxassay_006007|cervical, cervico-thoracic, corpus striatum, incisor, mantle layer, mitral valve, molar, neural retina, olfactory, thoracic, thymus primordium, valve, ventricular layer, vibrissa;BrainSpMouseDev|12551	OMIM|162643;COSMIC||WM;HPO|7852|Abnormality of female external genitalia, Abnormality of female internal genitalia, Autosomal dominant inheritance, Bone marrow hypercellularity, Bronchiectasis, Decreased antibody level in blood, IgG deficiency, Infantile onset, Myelokathexis, Neutropenia, Recurrent bacterial infections, Recurrent upper respiratory tract infections, Verrucae
DLX2	DLX2	0.00000E+00	1.09296659587574	0	Transcription factor	BrainSpLMD|1746;BrainSpMouseDev|13171	SFARI||Autism, 4 - Minimal evidence;OMIM|126255
DLX5	DLX5	0.00000E+00	1.3545718406073	0	Transcription regulatory protein	BrainSpLMD|1749;BrainSpMouseDev|13174	OMIM|600028;HPO|1749|Autosomal recessive inheritance, Finger syndactyly, Oligodactyly, Sensorineural hearing impairment, Split foot, Split hand
DLX6	DLX6	0.00000E+00	0.832304918743518	0	Transcription factor	BrainSpLMD|1750;BrainSpMouseDev|13175	SFARI||Autism, 4 - Minimal evidence;OMIM|600030;HPO|1750|Finger syndactyly, Oligodactyly
DPYSL3	DPYSL3	0.00000E+00	1.3720312025672	0	Enzyme: Hydrolase	BrainSpLMD|1809;Eurexp|euxassay_010399|cervical, cervico-thoracic, diencephalon, dorsal root ganglion, facial VII, glossopharyngeal IX, hindbrain, mantle layer, midbrain, midgut, neural retina, olfactory, stomach, telencephalon, thoracic, trigeminal V, vestibulocochlear VIII, vomeronasal organ	OMIM|601168
GAS2L3	GAS2L3	0.00000E+00	0.774510411218825	0	Cytoskeletal protein	BrainSpLMD|283431	OMIM|617224
HBG1	HBG1	0.00000E+00	0.784371693892511	0	Transport/cargo protein		OMIM|142200;HPO|3047|Abnormal bone structure, Abnormal hemoglobin, Anemia, Autosomal dominant inheritance, Hepatomegaly, Microcytic anemia, Pallor, Persistence of hemoglobin F, Splenomegaly
MAB21L3	MAB21L3	0.00000E+00	0.450948477967637	0	Unclassified	BrainSpLMD|126868	
MEX3A	MEX3A	0.00000E+00	0.725435547210248	0	RNA binding protein	Eurexp|euxassay_010898|neural retina, olfactory, vomeronasal organ	OMIM|611007
PAFAH1B3	PAFAH1B3	0.00000E+00	1.1828486307621	0	Enzyme: Acyltransferase	BrainSpLMD|5050	OMIM|603074
SCGN	SCGN	0.00000E+00	1.44145435674516	0	Calcium binding protein	BrainSpLMD|10590;Eurexp|euxassay_002978|mantle layer, marginal layer, pancreas, pituitary	OMIM|609202
ST8SIA2	ST8SIA2	0.00000E+00	0.648834716172761	0	Enzyme: Sialyltransferase	BrainSpLMD|8128	SFARI||Autism, No category;OMIM|602546
TMSB15A	TMSB15A	0.00000E+00	1.07173177596998	0	Unclassified	BrainSpLMD|11013	OMIM|300939
DRAXIN	DRAXIN	4.38598E-295	0.522969030585773	1.05693258279279e-290	Unclassified	BrainSpLMD|374946;Eurexp|euxassay_006367|cerebral cortex, dorsal root ganglion, glossopharyngeal IX, lateral wall, mantle layer, marginal layer, meninges, neural retina, pons, trigeminal V, ventricular layer, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|46274	OMIM|612682
