id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
AASS	AASS	0.00000E+00	0.638843940602824	0	Enzyme: Oxidoreductase;Enzyme: Synthase	BrainSpLMD|10157	OMIM|605113;HPO|10157|Abnormality of the genitourinary system, Anemia, Autosomal recessive inheritance, Cognitive impairment, Delayed speech and language development, EEG abnormality, Ectopia lentis, Histidinuria, Hyperactivity, Hyperlysinemia, Hyperlysinuria, Infantile onset, Intellectual disability, Intellectual disability, mild, Muscular hypotonia, Phenotypic variability, Seizures, Short attention span, Short stature, Spastic diplegia
ABCA1	ABCA1	0.00000E+00	0.919457467690113	0	Transport/cargo protein	BrainSpLMD|19;Eurexp|euxassay_009354|brain, spinal cord, ventricular layer	OMIM|600046;HPO|19|Abdominal pain, Abnormality of the liver, Accelerated atherosclerosis, Anemia, Autosomal dominant inheritance, Autosomal recessive inheritance, Blurred vision, Chronic noninfectious lymphadenopathy, Corneal opacity, Coronary artery stenosis, Decreased circulating high-density lipoprotein levels, Distal amyotrophy, Distal muscle weakness, Dry skin, EMG abnormality, Ectropion, Facial diplegia, Hemiplegia/hemiparesis, Hepatomegaly, Hepatosplenomegaly, Hypertriglyceridemia, Hypocholesterolemia, Hyporeflexia, Impaired pain sensation, Impaired temperature sensation, Left ventricular hypertrophy, Lymphadenopathy, Myocardial infarction, Nail dysplasia, Nail dystrophy, Opacification of the corneal stroma, Orange discoloured tonsils, Peripheral axonal neuropathy, Peripheral demyelination, Progressive peripheral neuropathy, Splenomegaly, Visual impairment, Xanthomatosis
ACACB	ACACB	0.00000E+00	1.23879575790954	0	Enzyme: Carboxylase	BrainSpLMD|32	OMIM|601557
ACADVL	ACADVL	0.00000E+00	0.782571295960138	0	Enzyme: Dehydrogenase	BrainSpLMD|37;Eurexp|euxassay_018899|chondrocranium, lobe	OMIM|609575;HPO|37|Autosomal recessive inheritance, Decreased plasma carnitine, Dicarboxylic aciduria, Elevated serum creatine phosphokinase, Exercise-induced myalgia, Exercise-induced myoglobinuria, Exercise-induced rhabdomyolysis, Generalized hypotonia, Hepatic steatosis, Hepatocellular necrosis, Hepatomegaly, Hypertrophic cardiomyopathy, Lethargy, Muscle stiffness, Muscle weakness, Nonketotic hypoglycemia, Sudden cardiac death, Tachypnea, Vomiting
ACOT11	ACOT11	0.00000E+00	1.53905787494046	0	Enzyme: Esterase	BrainSpLMD|26027	OMIM|606803
ACSBG1	ACSBG1	0.00000E+00	1.56971929993699	0	Enzyme: Synthase	BrainSpLMD|23205;Eurexp|euxassay_017864|Meckel's cartilage, axial skeleton, basioccipital bone, basisphenoid bone, exoccipital bone, femur, fibula, humerus, orbito-sphenoid, pelvic girdle, rib, scapula, temporal bone, testis, tibia, turbinate, vault of skull	OMIM|614362
ACSS1	ACSS1	0.00000E+00	1.47856473959497	0	Unclassified	BrainSpLMD|84532;Eurexp|euxassay_018560|embryo	OMIM|614355
ADD3	ADD3	0.00000E+00	0.723709373427816	0	Cytoskeletal associated protein	BrainSpLMD|120;Eurexp|euxassay_002919|chondrocranium, epithelium, glandular mucous membrane, lumen, mantle layer, pancreas, ventral grey horn, ventricular layer, vertebral axis muscle system	OMIM|601568;HPO|120|Abnormal pyramidal signs, Autosomal recessive inheritance, Cognitive impairment, Dysphagia, Exotropia, Global developmental delay, Infantile onset, Microcephaly, Nystagmus, Poor speech, Spastic diplegia, Spastic tetraplegia, Supranuclear gaze palsy, Variable expressivity
ADGRA3	ADGRA3	0.00000E+00	0.94198063916743	0	G protein coupled receptor	BrainSpLMD|166647;Eurexp|euxassay_008255|axial skeleton, basisphenoid bone, cochlea, cortex, footplate, handplate, incisor, mandible, maxilla, mesenchyme, molar, nasal septum, naso-lacrimal duct, orbito-sphenoid, otic capsule, petrous part, rib, skeletal muscle, sternum, submandibular gland primordium, turbinate bones, utricle, vibrissa	OMIM|612303
ADGRV1	ADGRV1	0.00000E+00	1.91026409474834	0	G protein coupled receptor	BrainSpLMD|84059;Eurexp|euxassay_010149|ventricular layer;BrainSpMouseDev|74944	OMIM|602851;HPO|84059|Abnormal electroretinogram, Atonic seizures, Autosomal dominant inheritance, Autosomal recessive inheritance, Cataract, Childhood onset, Congenital sensorineural hearing impairment, Febrile seizures, Generalized tonic seizures, Generalized tonic-clonic seizures, Hemianopia, Heterogeneous, Infantile onset, Iris hypopigmentation, Myopia, Nyctalopia, Rod-cone dystrophy, Scotoma, Sensorineural hearing impairment, Visual loss
