id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ANKS1B	ANKS1B	0.00000E+00	0.887013675020241	0	Transcription regulatory protein	BrainSpLMD|56899	SFARI||Autism, No category;OMIM|607815
DLG2	DLG2	0.00000E+00	0.714489375058264	0	Cell junction protein	BrainSpLMD|1740;Eurexp|euxassay_011686|cervical, cervico-thoracic, dorsal root ganglion, mandible, mantle layer, marginal layer, maxilla, thoracic, trigeminal V, ventral grey horn	OMIM|603583
NRG3	NRG3	0.00000E+00	1.07585199354649	0	Growth factor	BrainSpMouseDev|17950	OMIM|605533
PDE4D	PDE4D	2.80727E-268	0.951946950312721	6.76495354078201e-264	Enzyme: Phosphodiesterase	BrainSpLMD|5144	OMIM|600129;HPO|5144|Abnormal form of the vertebral bodies, Abnormality of female external genitalia, Abnormality of immune system physiology, Abnormality of the nail, Absent/hypoplastic paranasal sinuses, Accelerated skeletal maturation, Anteverted nares, Autism, Autosomal dominant inheritance, Blue irides, Brachycephaly, Brachydactyly, Cerebral venous thrombosis, Cone-shaped epiphysis, Congenital craniofacial dysostosis, Congenital hypothyroidism, Congenital onset, Cryptorchidism, Delayed eruption of teeth, Delayed speech and language development, Depressed nasal bridge, Depressed nasal ridge, Diabetes mellitus, Elevated calcitonin, Elevated circulating parathyroid hormone level, Epiphyseal stippling, Fair hair, Global developmental delay, Growth hormone deficiency, Hearing impairment, Hyperactivity, Hyperphosphatemia, Hypertelorism, Hypocalcemia, Hypogonadism, Hypoplasia of the maxilla, Hypoplasia of the nasal bone, Hypoplasia of the radius, Hypoplasia of the ulna, Hypoplastic vertebral bodies, Hypospadias, Increased intracranial pressure, Intellectual disability, Intrauterine growth retardation, Malar flattening, Mandibular prognathia, Micromelia, Midface retrusion, Mild short stature, Narrow vertebral interpedicular distance, Obesity, Open mouth, Peripheral neuropathy, Pseudohypoparathyroidism, Red hair, Round face, Scoliosis, Short metacarpal, Short metatarsal, Short nose, Short phalanx of finger, Short stature, Short toe, Specific learning disability, Spinal canal stenosis, Wide nasal bridge
PPFIA2	PPFIA2	7.63817E-111	0.73949191564902	1.84064641412595e-106	Anchor protein	BrainSpLMD|8499	OMIM|603143
PI4KA	PI4KA	1.07644E-84	0.40336707576425	2.59401662444502e-80	Lipid Kinase	BrainSpLMD|5297	OMIM|600286;HPO|5297|Arthrogryposis multiplex congenita, Autosomal recessive inheritance, Cerebellar dysplasia, Cerebellar hypoplasia, Congenital onset, Dolichocephaly, Externally rotated hips, Micrognathia, Overlapping fingers, Talipes equinovarus
HDAC8	HDAC8	1.12513E-69	0.409951595686041	2.71135012693247e-65	Transcription regulatory protein	BrainSpLMD|55869;Eurexp|euxassay_006901|epithelium, proventricular region, stomach, ventricular layer	OMIM|300269;HPO|55869|Abnormal facial shape, Abnormally low-pitched voice, Anteverted nares, Anxiety, Atresia of the external auditory canal, Attention deficit hyperactivity disorder, Bilateral single transverse palmar creases, Blepharitis, Brachycephaly, Broad nasal tip, Clinodactyly of the 5th finger, Conductive hearing impairment, Cryptorchidism, Curly eyelashes, Cutis marmorata, Deeply set eye, Delayed eruption of teeth, Delayed skeletal maturation, Depressed nasal bridge, Downturned corners of mouth, Elbow dislocation, Emotional lability, Failure to thrive, Feeding difficulties in infancy, Gastroesophageal reflux, Generalized hirsutism, Global developmental delay, Gynecomastia, High palate, Highly arched eyebrow, Hypertonia, Hypogonadotrophic hypogonadism, Hypoplasia of penis, Hypoplastic labia majora, Hypoplastic nipples, Hypospadias, Intellectual disability, Intellectual disability, severe, Intrauterine growth retardation, Joint stiffness, Long eyelashes, Long philtrum, Low anterior hairline, Low posterior hairline, Low-set, posteriorly rotated ears, Malar prominence, Microcephaly, Microcornea, Micrognathia, Micromelia, Microtia, Multicystic kidney dysplasia, Myopia, Neurological speech impairment, Obsessive-compulsive behavior, Pes cavus, Pes planus, Phthisis bulbi, Poor speech, Premature birth, Prominent supraorbital ridges, Proximal placement of thumb, Ptosis, Radioulnar synostosis, Sensorineural hearing impairment, Severe postnatal growth retardation, Short 1st metacarpal, Short foot, Short neck, Short nose, Short stature, Sleep disturbance, Small hand, Synophrys, Tapered finger, Thick eyebrow, Thin upper lip vermilion, Thin vermilion border, Toe syndactyly, Truncal obesity, Vesicoureteral reflux, Widely spaced teeth
SCMH1	SCMH1	1.39583E-67	0.439901284024356	3.36367837722227e-63	Transcription regulatory protein;Transcription factor	BrainSpLMD|22955	OMIM|616396
LINC01250	LINC01250	3.58489E-63	0.882699869257864	8.63886117220446e-59			
DCAF6	DCAF6	8.72911E-57	0.420232139184843	2.10354188454957e-52	Transcription regulatory protein	BrainSpLMD|55827	OMIM|610494
MAGI3	MAGI3	5.77238E-56	0.41568846398102	1.39102787968118e-51	Unclassified	BrainSpLMD|260425;Eurexp|euxassay_011395|axial skeleton, facial VII, femur, fibula, glossopharyngeal IX, left lung, olfactory, rib, right lung, tibia, trigeminal V, vagus X, vomeronasal organ	OMIM|615943
CERS6	CERS6	3.26071E-55	0.47014886543142	7.85766395181411e-51	Transcription regulatory protein	BrainSpLMD|253782	OMIM|615336
DGKZ	DGKZ	1.97219E-52	0.424998463156489	4.75259439119919e-48	Enzyme: Phosphotransferase	BrainSpLMD|8525;Eurexp|euxassay_003474|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, midgut, pharyngo-tympanic tube, submandibular gland primordium, telencephalon, thymus primordium, trigeminal V, vibrissa	SFARI||Autism, No category;OMIM|601441
TMEM178B	TMEM178B	2.19483E-51	0.938118453616645	5.28909036915032e-47			
CELF5	CELF5	5.21741E-50	0.462129181280775	1.25729065830442e-45	RNA binding protein	BrainSpLMD|60680	OMIM|612680
BMPER	BMPER	3.64844E-48	0.413461239829794	8.79201780225804e-44	Unclassified	BrainSpLMD|168667	OMIM|608699;HPO|168667|Abnormal liver lobulation, Abnormal vertebral segmentation and fusion, Absent in utero ossification of vertebral bodies, Absent in utero rib ossification, Absent or minimally ossified vertebral bodies, Autosomal recessive inheritance, Bell-shaped thorax, Cleft palate, Cystic renal dysplasia, Depressed nasal bridge, Depressed nasal ridge, Disproportionate short-trunk short stature, Enlarged kidney, Enlarged thorax, Epicanthus, Generalized hypotonia, Global developmental delay, Hammertoe, Hypertelorism, Hypoplastic fingernail, Increased nuchal translucency, Inguinal hernia, Intrauterine growth retardation, Large fontanelles, Low-set ears, Lumbosacral meningocele, Micrognathia, Missing ribs, Multiple renal cysts, Muscular hypotonia, Myelomeningocele, Narrow pelvis bone, Nephroblastomatosis, Nephrogenic rest, Oligohydramnios, Polymicrogyria, Protuberant abdomen, Pulmonary hypoplasia, Respiratory distress, Respiratory insufficiency, Short neck, Short nose, Short thorax, Talipes equinovarus, Thoracic hypoplasia, Tracheomalacia, Unossified sacrum, Vertebral segmentation defect, Webbed neck
SPIDR	SPIDR	6.61360E-48	0.460971468714061	1.59374423625467e-43	Unclassified		OMIM|615384;HPO|23514|Aplasia/Hypoplasia of the breasts, Aplasia/hypoplasia of the uterus, Decreased fertility, Decreased serum estradiol, Delayed puberty, Delayed skeletal maturation, Gonadal dysgenesis, Increased circulating gonadotropin level, Osteopenia, Osteoporosis of vertebrae, Premature ovarian insufficiency, Primary amenorrhea, Sparse pubic hair, Streak ovary
AEBP2	AEBP2	6.17204E-47	0.455065620393426	1.48733806262764e-42	DNA binding protein	BrainSpLMD|121536;Eurexp|euxassay_014332|footplate, handplate, thymus primordium, ventricular layer;BrainSpMouseDev|11356	
USP25	USP25	8.22888E-47	0.410011581428214	1.98299461075246e-42	Ubiquitin proteasome system protein	BrainSpLMD|29761;Eurexp|euxassay_005253|dorsal root ganglion, liver, naris, olfactory, respiratory, submandibular gland primordium, thymus primordium, trigeminal V	OMIM|604736
MIPOL1	MIPOL1	2.54690E-45	0.417471887704742	6.1375130273182e-41	Unclassified	BrainSpLMD|145282;Eurexp|euxassay_014095|floorplate	OMIM|606850
ANKRD11	ANKRD11	4.48677E-44	0.464060458873269	1.08122252597973e-39	Transcription regulatory protein	BrainSpLMD|29123	SFARI||Autism, 2 - Strong candidate;OMIM|611192;HPO|29123|Anteverted nares, Autism, Autosomal dominant inheritance, Cervical ribs, Clinodactyly, Colpocephaly, Cryptorchidism, Delayed skeletal maturation, Frontal bossing, Global developmental delay, High forehead, High palate, Hypertelorism, Hypoplasia of the corpus callosum, Intellectual disability, Intellectual disability, moderate, Long palpebral fissure, Long philtrum, Low anterior hairline, Low posterior hairline, Macrodontia, Macrotia, Microcephaly, Micrognathia, Oligodontia, Optic nerve hypoplasia, Periventricular gray matter heterotopia, Pointed chin, Protruding ear, Radial deviation of finger, Rib fusion, Round face, Seizures, Short stature, Single transverse palmar crease, Smooth philtrum, Syndactyly, Telecanthus, Thick eyebrow, Thoracic kyphosis, Triangular face, Underdeveloped nasal alae, Ventriculomegaly, Vertebral arch anomaly, Vertebral fusion, Wide mouth, Widely-spaced maxillary central incisors
PCNT	PCNT	2.42098E-43	0.420523045188992	5.83407136177216e-39	Cytoskeletal protein	BrainSpLMD|5116;BrainSpMouseDev|18307	OMIM|605925;HPO|5116|Abnormality of dental enamel, Abnormality of epiphysis morphology, Abnormality of female external genitalia, Abnormality of the metaphysis, Absent earlobe, Aplasia/Hypoplasia of the earlobes, Aplasia/Hypoplasia of the eyebrow, Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines, Autosomal recessive inheritance, Brachydactyly, Cachexia, Cafe-au-lait spot, Clinodactyly of the 5th finger, Cognitive impairment, Cone-shaped epiphysis, Convex nasal ridge, Coxa vara, Craniosynostosis, Delayed skeletal maturation, Dilatation of the cerebral artery, Disproportionate short stature, Downslanted palpebral fissures, Dry skin, Fine hair, Flared metaphysis, Full cheeks, Glaucoma, Global developmental delay, High pitched voice, Hip dysplasia, Hypermetropia, Hypopigmented skin patches, Hypoplasia of dental enamel, Hypoplastic iliac wing, Hypospadias, Intellectual disability, Intrauterine growth retardation, Joint hyperflexibility, Low-set ears, Microcephaly, Microdontia, Micrognathia, Micromelia, Microtia, Mild global developmental delay, Moyamoya phenomenon, Multiple cafe-au-lait spots, Narrow face, Narrow pelvis bone, Nasal speech, Postnatal growth retardation, Precocious puberty, Prematurely aged appearance, Prominent nasal bridge, Prominent nose, Proximal femoral epiphysiolysis, Pseudoepiphyses of the metacarpals, Radial bowing, Reduced number of teeth, Retrognathia, Sandal gap, Scoliosis, Sensorineural hearing impairment, Short 1st metacarpal, Short distal phalanx of finger, Short stature, Slender long bone, Sloping forehead, Sparse scalp hair, Tibial bowing, Truncal obesity, Type II diabetes mellitus, Ulnar bowing, Underdeveloped nasal alae, Upslanted palpebral fissure, Wide nasal bridge
WNK2	WNK2	2.93826E-43	0.430157584243629	7.08062340834672e-39	Serine/threonine kinase	BrainSpLMD|65268;Eurexp|euxassay_009817|brain, glossopharyngeal IX, neural retina, spinal cord, trigeminal V, vestibulocochlear VIII	OMIM|606249;COSMIC||gastric cancer
DSCAM	DSCAM	6.62250E-42	0.403961779005993	1.59589038335682e-37	Adhesion molecule	BrainSpLMD|1826	SFARI||Autism, 1 - High confidence;OMIM|602523
PACRG	PACRG	7.83301E-41	0.415259073172685	1.88759857805084e-36	Ubiquitin proteasome system protein	BrainSpLMD|135138;Eurexp|euxassay_007681|4th ventricle, choroid plexus, mantle layer, ventricular layer	OMIM|608427
EHBP1	EHBP1	1.38365E-38	0.485905082168464	3.33431915597082e-34	Unclassified	BrainSpLMD|23301	OMIM|609922
SLC22A10	SLC22A10	3.45569E-38	0.822701721617657	8.32752847925925e-34	Transport/cargo protein	BrainSpLMD|387775	OMIM|607580
LRRFIP1	LRRFIP1	2.41135E-37	0.443970833130441	5.81086581025802e-33	Transcription regulatory protein	BrainSpLMD|9208	OMIM|603256
HDAC9	HDAC9	4.26777E-35	0.471996637804412	1.02844708880672e-30	Transcription regulatory protein	BrainSpLMD|9734	OMIM|606543
CEP290	CEP290	8.13972E-34	0.417611366472722	1.96151006758655e-29		BrainSpLMD|80184	SFARI||Autism, No category;OMIM|610142;HPO|80184|Abnormal electroretinogram, Abnormality of neuronal migration, Abnormality of retinal pigmentation, Abnormality of the nervous system, Abnormality of the optic disc, Agenesis of cerebellar vermis, Aplasia/Hypoplasia of the cerebellar vermis, Aplasia/Hypoplasia of the iris, Apnea, Ataxia, Atrial septal defect, Autistic behavior, Autosomal recessive inheritance, Bile duct proliferation, Biparietal narrowing, Blindness, Cataract, Central apnea, Cerebellar vermis hypoplasia, Chorioretinal abnormality, Chorioretinal coloboma, Cleft palate, Congenital blindness, Congenital hepatic fibrosis, Cryptorchidism, Dandy-Walker malformation, Depressed nasal ridge, Encephalocele, Episodic tachypnea, Full cheeks, Generalized hypotonia, Global developmental delay, Hemiplegia/hemiparesis, Hypertelorism, Hypertension, Hypogonadism, Hypoplasia of penis, Hypoplasia of the corpus callosum, Hypoplasia of the ovary, Hyposmia, Impaired renal concentrating ability, Intellectual disability, Intrauterine growth retardation, Iris coloboma, Keratoconus, Lobar holoprosencephaly, Long face, Low-set, posteriorly rotated ears, Microcephaly, Microcornea, Micrognathia, Microphthalmia, Molar tooth sign on MRI, Multicystic kidney dysplasia, Muscular hypotonia, Neonatal breathing dysregulation, Nephronophthisis, Nephropathy, Nystagmus, Obesity, Oculomotor apraxia, Oligohydramnios, Optic atrophy, Pigmentary retinopathy, Postaxial foot polydactyly, Postaxial hand polydactyly, Premature ovarian insufficiency, Progressive visual loss, Ptosis, Reduced visual acuity, Renal cortical cysts, Renal cyst, Retinal coloboma, Retinal dystrophy, Rod-cone dystrophy, Sclerocornea, Seizures, Severe visual impairment, Short stature, Sloping forehead, Stage 5 chronic kidney disease, Tachypnea, Talipes, Tapetoretinal degeneration, Thickened superior cerebellar peduncle, Ventricular septal defect, Visual impairment
MSRA	MSRA	8.29798E-34	0.415006665537541	1.99964620506025e-29	Enzyme: Reductase	BrainSpLMD|4482	OMIM|601250
RUNDC3B	RUNDC3B	1.36797E-33	0.492746883835671	3.29653332030636e-29	Unclassified	BrainSpLMD|154661	OMIM|617295
CACNA1D	CACNA1D	3.62379E-32	0.458504369307254	8.73260710530349e-28	Voltage gated channel	BrainSpLMD|776;Eurexp|euxassay_012329|brain, epithelium, lip, midgut, nasal cavity, rectum, spinal cord, stomach, trigeminal V, vagus X, vestibulocochlear VIII	SFARI||Autism, 2 - Strong candidate;OMIM|114206;COSMIC||adrenal aldosterone producing adenoma, Syndrome featuring primary aldosteronism, seizures and neuromuscular disease.;HPO|776|Abnormal circulating renin, Athetosis, Autosomal dominant inheritance, Autosomal recessive inheritance, Bradycardia, Caesarian section, Cerebral palsy, Cortical visual impairment, Decreased circulating renin level, EMG: impaired neuromuscular transmission, Focal myoclonic seizures, Focal seizures with impairment of consciousness or awareness, Generalized tonic-clonic seizures, Global developmental delay, Hearing impairment, Hyperaldosteronism, Hypertension, Hypokalemia, Intellectual disability, severe, Left ventricular hypertrophy, Metabolic alkalosis, Polydipsia, Pulmonary arterial hypertension, Second degree atrioventricular block, Spastic paraplegia, Ventricular hypertrophy
RNF175	RNF175	7.19636E-32	0.42203689828517	1.73417895400064e-27	Integral membrane protein	BrainSpLMD|285533	
CEP112	CEP112	8.85476E-31	0.426203667941041	2.13382061480287e-26	Unclassified	BrainSpLMD|201134	
CTDSPL	CTDSPL	2.76146E-29	0.425928657225441	6.65456361790667e-25	Enzyme: Phosphatase	BrainSpLMD|10217	OMIM|608592
DOCK3	DOCK3	3.40781E-29	0.625431566703119	8.21212869177166e-25	Unclassified	BrainSpLMD|1795	OMIM|603123
LINC00507	LINC00507	1.96905E-28	0.533406828441869	4.74501532271303e-24			
TMEM232	TMEM232	2.02198E-27	0.53786898129664	4.8725789747928e-23	Unclassified		
CYP46A1	CYP46A1	5.84095E-27	0.443062845828702	1.40755213366113e-22	Enzyme: Hydroxylase	BrainSpLMD|10858	OMIM|604087
KSR2	KSR2	4.50435E-26	0.51764408090815	1.08545890065787e-21	Dual specificity kinase	BrainSpLMD|283455	OMIM|610737
ENOX1	ENOX1	6.59756E-25	0.428159900597968	1.58987948221869e-20	RNA binding protein	BrainSpLMD|55068;Eurexp|euxassay_010501|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, spinal cord, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|610914
NR3C2	NR3C2	1.30575E-24	0.414060144234095	3.1466057370778e-20	Nuclear receptor	BrainSpLMD|4306;BrainSpMouseDev|74939	SFARI||Autism, 3 - Suggestive evidence;OMIM|600983;HPO|4306|Autosomal dominant inheritance, Decreased circulating aldosterone level, Decreased circulating renin level, Dehydration, Diarrhea, Failure to thrive, Feeding difficulties, Hyperactive renin-angiotensin system, Hyperaldosteronism, Hyperkalemia, Hypertension, Hyponatremia, Hypotension, Increased circulating renin level, Infantile onset, Maternal hypertension, Metabolic acidosis, Phenotypic variability, Pseudohypoaldosteronism, Vomiting
FBXL17	FBXL17	7.35118E-24	0.550411579423853	1.7714881512672e-19	Ubiquitin proteasome system protein	BrainSpLMD|64839;Eurexp|euxassay_012091|ventral grey horn, ventricular layer	OMIM|609083
FTX	FTX	3.13783E-23	0.554136914011069	7.56153100507255e-19			OMIM|300936
ADD2	ADD2	7.03048E-23	0.439573933599841	1.69420605545752e-18	Anchor protein	BrainSpLMD|119;Eurexp|euxassay_000013|alar plate, basal plate, bladder, brain, cerebellum, cerebral cortex, diencephalon, dorsal root ganglion, facial VII, forebrain, ganglion, glossopharyngeal IX, gut, heart, lateral wall, left, liver, lobe, lung, mantle layer, marginal layer, neural retina, olfactory cortex, olfactory lobe, pons, retina, right, submandibular gland primordium, sulcus limitans, telencephalon, trigeminal V, turbinate bones, vagus X, vestibulocochlear VIII, vibrissa	OMIM|102681
PPP2R2C	PPP2R2C	7.54040E-23	0.628193709688908	1.81708665323617e-18	Serine/threonine phosphatase	BrainSpLMD|5522	OMIM|605997
ANK2	ANK2	1.80962E-21	0.451039450965436	4.36082541058666e-17	Cytoskeletal associated protein	BrainSpLMD|287	SFARI||Autism, 1 - High confidence;OMIM|106410;HPO|287|Atrial fibrillation, Autosomal dominant inheritance, Heterogeneous, Prolonged QT interval, Sinus bradycardia, Sudden cardiac death, Syncope
BTBD9	BTBD9	4.31740E-20	0.552841251948246	1.04040651794683e-15	Unclassified	BrainSpLMD|114781	OMIM|611237
MPHOSPH8	MPHOSPH8	1.25072E-19	0.400292985583193	3.01397319392524e-15	Cell cycle control protein	BrainSpLMD|54737	OMIM|611626
C11orf80	C11orf80	1.55336E-19	0.424674888523174	3.74328275605243e-15	Unclassified	BrainSpLMD|79703	OMIM|616109
UNC79	UNC79	6.25966E-19	0.53657068188477	1.50845340651459e-14	Unclassified	BrainSpLMD|57578	OMIM|616884
ABLIM2	ABLIM2	6.94323E-19	0.510064590165254	1.67318002452509e-14	Cytoskeletal associated protein	BrainSpLMD|84448	OMIM|612544
ANKRD30BL	ANKRD30BL	8.84086E-19	0.470304336071995	2.13047070531684e-14		BrainSpLMD|554226	
CACNA1C	CACNA1C	2.19391E-18	0.83336608154421	5.28687460212215e-14	Voltage gated channel	BrainSpLMD|775	SFARI||Autism, No category;OMIM|114205;HPO|775|Atrial fibrillation, Autosomal dominant inheritance, Cutaneous syndactyly, Depressed nasal bridge, Global developmental delay, J wave, Microdontia, Prolonged QT interval, Recurrent infections, Round face, Shortened QT interval, Sudden cardiac death, Sudden death, Syncope, Thin upper lip vermilion, Ventricular arrhythmia
