id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
AAK1	AAK1	0.00000E+00	0.809122721226366	0	Cytoskeletal associated protein	BrainSpLMD|22848;Eurexp|euxassay_013375|dorsal root ganglion, facial VII, glossopharyngeal IX, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|616405
CACNA2D2	CACNA2D2	0.00000E+00	0.47919494200562	0	Voltage gated channel	BrainSpLMD|9254;Eurexp|euxassay_006439|axial skeleton, dorsal grey horn, facial VII, lip, mantle layer, marginal layer, trigeminal V, ventral grey horn	OMIM|607082
CALB1	CALB1	0.00000E+00	0.779477411163477	0	Calcium binding protein	BrainSpLMD|793;Eurexp|euxassay_017865|cortex, dorsal root ganglion, excretory component, glossopharyngeal IX, inner ear, left lung, mantle layer, marginal layer, midgut, olfactory, perioptic mesenchyme, pharyngo-tympanic tube, rest of skin, right lung, stomach, trigeminal V, vagus X;BrainSpMouseDev|12092	OMIM|114050
CAMK2N2	CAMK2N2	0.00000E+00	0.467643590173881	0	Protease inhibitor	BrainSpLMD|94032	OMIM|608721
CDH7	CDH7	0.00000E+00	0.670749940566308	0	Adhesion molecule	BrainSpLMD|1005;Eurexp|euxassay_009004|mantle layer, marginal layer, ventral grey horn;BrainSpMouseDev|88823	OMIM|605806
COL19A1	COL19A1	0.00000E+00	0.815442273159969	0	Extracellular matrix protein	BrainSpLMD|1310;Eurexp|euxassay_009024|basioccipital bone, basisphenoid bone, clavicle, exoccipital bone, fibula, frontal bone primordium, mandible, maxilla, metatarsus, nasal septum, orbito-sphenoid, otic capsule, parietal bone, petrous part, phalanx, rib, tarsus, tibia, turbinate, vault of skull	OMIM|120165
COL25A1	COL25A1	0.00000E+00	1.19342647404818	0	Extracellular matrix protein	BrainSpLMD|84570	OMIM|610004;HPO|84570|Abnormal vertebral segmentation and fusion, Anteverted nares, Autosomal recessive inheritance, Blepharophimosis, Congenital onset, Deeply set eye, Low posterior hairline, Oculomotor nerve palsy, Ptosis, Sensorineural hearing impairment, Short palpebral fissure, Strabismus
COL7A1	COL7A1	0.00000E+00	0.44411453086003	0	Extracellular matrix protein	BrainSpLMD|1294	OMIM|120120;HPO|1294|Abnormal blistering of the skin, Abnormal toenail morphology, Abnormality of metabolism/homeostasis, Abnormality of the anus, Abnormality of the fingernails, Abnormality of the vagina, Absent fingernail, Absent toenail, Alopecia, Anemia, Ankyloglossia, Aplasia cutis congenita, Atrophic scars, Atypical scarring of skin, Autosomal dominant inheritance, Autosomal recessive inheritance, Blepharitis, Carious teeth, Cataract, Cheilitis, Congenital localized absence of skin, Congenital onset, Conjunctivitis, Constipation, Corneal erosion, Corneal scarring, Delayed puberty, Dermal atrophy, Dysphagia, Dystrophic fingernails, Dystrophic toenail, Ectropion, Esophageal stricture, Flexion contracture, Fragile skin, Growth delay, Hyperkeratosis, Hypopigmented skin patches, Hypoplasia of dental enamel, Loss of eyelashes, Malnutrition, Microglossia, Milia, Mitten deformity, Nail dysplasia, Nail dystrophy, Narrow mouth, Oral mucosal blisters, Osteopenia, Osteoporosis, Papule, Pretibial blistering, Progressive visual loss, Pruritus, Refractory anemia, Scarring alopecia of scalp, Skin erosion, Skin nodule, Skin vesicle, Spontaneous esophageal perforation, Squamous cell carcinoma, Squamous cell carcinoma of the skin, Thin skin, Tongue atrophy
CRHBP	CRHBP	0.00000E+00	0.8296582264211	0	Unclassified	BrainSpLMD|1393	OMIM|122559
DAPK1	DAPK1	0.00000E+00	0.626587863771832	0	Serine/threonine kinase	BrainSpLMD|1612	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600831
DCN	DCN	0.00000E+00	0.5715051098402	0	Extracellular matrix protein	BrainSpLMD|1634;BrainSpMouseDev|12959	OMIM|125255;HPO|1634|Autosomal dominant inheritance, Congenital corneal dystrophy, Increased corneal thickness, Progressive visual loss
DOCK11	DOCK11	0.00000E+00	0.460507006096365	0	Unclassified	BrainSpLMD|139818	OMIM|300681
ELFN1	ELFN1	0.00000E+00	0.771182545002897	0	Unclassified	Eurexp|euxassay_007454|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, marginal layer, thyroid, trigeminal V	OMIM|614964
FBN2	FBN2	0.00000E+00	0.494768674663239	0	Structural protein	BrainSpLMD|2201;Eurexp|euxassay_008110|lung, mesenchyme	OMIM|612570;HPO|2201|Abnormally folded helix, Adducted thumb, Aortic root dilatation, Arachnodactyly, Arthrogryposis multiplex congenita, Atrial septal defect, Autosomal dominant inheritance, Bicuspid aortic valve, Brachycephaly, Calf muscle hypoplasia, Camptodactyly of finger, Congenital kyphoscoliosis, Crumpled ear, Disproportionate tall stature, Distal arthrogryposis, Ectopia lentis, Frontal bossing, High palate, Joint stiffness, Macular degeneration, Metatarsus adductus, Mitral regurgitation, Mitral valve prolapse, Motor delay, Myopia, Osteopenia, Patellar dislocation, Patellar subluxation, Patent ductus arteriosus, Pectus carinatum, Reduced visual acuity, Scaphocephaly, Short neck, Slender build, Ulnar deviation of finger, Ventricular septal defect, Visual impairment
FLT3	FLT3	0.00000E+00	0.688926667390616	0	Receptor tyrosine kinase	BrainSpLMD|2322;BrainSpMouseDev|14032	OMIM|136351;COSMIC||AML, ALL;HPO|2322|Acute lymphoblastic leukemia, Polygenic inheritance
GALNT14	GALNT14	0.00000E+00	0.547912009224954	0	Enzyme: Galactosyltransferase	BrainSpLMD|79623;Eurexp|euxassay_009033|diencephalon, dorsal root ganglion, glossopharyngeal IX, hindbrain, midbrain, neural retina, olfactory, pituitary, spinal cord, telencephalon, trigeminal V, vagus X, vestibulocochlear VIII	SFARI||Autism, 4 - Minimal evidence;OMIM|608225
KCNA3	KCNA3	0.00000E+00	0.738218175008504	0	Voltage gated channel	BrainSpLMD|3738;Eurexp|euxassay_010872|mantle layer	OMIM|176263
KLF5	KLF5	0.00000E+00	0.475987873401635	0	Transcription factor	BrainSpLMD|688;Eurexp|euxassay_000352|foregut-midgut junction, hindgut, laryngeal, midgut, oesophagus, olfactory, oral epithelium, stomach;BrainSpMouseDev|12009	OMIM|602903
LRRFIP1	LRRFIP1	0.00000E+00	0.620024201817183	0	Transcription regulatory protein	BrainSpLMD|9208	OMIM|603256
MAFB	MAFB	0.00000E+00	0.964515686887494	0	Transcription regulatory protein	BrainSpLMD|9935;Eurexp|euxassay_019539|dorsal root ganglion, glossopharyngeal IX, interdigital region between digits 1 and 2, interdigital region between digits 2 and 3, interdigital region between digits 3 and 4, interdigital region between digits 4 and 5, lung, mantle layer, metanephros, neural retina, pancreas, trigeminal V, urethra, ventral grey horn, vestibulocochlear VIII, vibrissa;BrainSpMouseDev|16430	OMIM|608968;COSMIC||MM;HPO|9935|Abnormal vertebral segmentation and fusion, Ankle swelling, Anteverted nares, Arthralgia, Autosomal dominant inheritance, Blepharophimosis, Cachexia, Camptodactyly of finger, Carpal osteolysis, Deeply set eye, EMG abnormality, Gait disturbance, Hypertension, Hypoplasia of the maxilla, Impaired ocular abduction, Impaired ocular adduction, Limitation of joint mobility, Low posterior hairline, Metacarpal osteolysis, Metatarsal osteolysis, Micrognathia, Nephropathy, Oculomotor nerve palsy, Osteolysis involving tarsal bones, Osteopenia, Pes cavus, Proptosis, Proteinuria, Renal insufficiency, Sensorineural hearing impairment, Short palpebral fissure, Slender long bone, Strabismus, Triangular face, Ulnar deviation of the hand, Wrist swelling
MPPED1	MPPED1	0.00000E+00	0.730666500413677	0	Enzyme: Esterase	Eurexp|euxassay_009802|incisor, mantle layer, marginal layer, molar;BrainSpMouseDev|85966	OMIM|602112
NMU	NMU	0.00000E+00	0.915994128214798	0	Ligand	BrainSpLMD|10874	OMIM|605103
NPAS1	NPAS1	0.00000E+00	0.454378507822353	0	Transcription factor	BrainSpLMD|4861;Eurexp|euxassay_008991|lateral wall, mantle layer, tegmentum;BrainSpMouseDev|17909	OMIM|603346
NPY	NPY	0.00000E+00	2.30794216987907	0	Unclassified	BrainSpLMD|4852;Eurexp|euxassay_000446|basal plate, diencephalon, dorsal grey horn, mantle layer, marginal layer, telencephalon;BrainSpMouseDev|73806	OMIM|162640
PAWR	PAWR	0.00000E+00	0.910528495163667	0	Transcription regulatory protein	BrainSpLMD|5074;Eurexp|euxassay_014184|bladder, floor plate, floorplate, left lung, neural retina, olfactory, right lung, submandibular gland primordium, urethra, ventricular layer;BrainSpMouseDev|77498	OMIM|601936
PCDH15	PCDH15	0.00000E+00	0.499144816817649	0	Adhesion molecule	BrainSpLMD|65217	SFARI||Autism, 4 - Minimal evidence;OMIM|605514;HPO|65217|Abnormal electroretinogram, Abnormality of cochlea, Aplasia/Hypoplasia of the cerebellum, Ataxia, Autosomal recessive inheritance, Cataract, Congenital sensorineural hearing impairment, Global developmental delay, Hearing impairment, Hemianopia, High-grade hypermetropia, Infantile onset, Intellectual disability, Iris hypopigmentation, Motor delay, Nyctalopia, Rod-cone dystrophy, Schizophrenia, Scotoma, Sensorineural hearing impairment, Vestibular dysfunction, Vestibular hypofunction, Visual loss
PDIA2	PDIA2	0.00000E+00	0.562038286022496	0	Enzyme: Isomerase	BrainSpLMD|64714	OMIM|608012
PENK	PENK	0.00000E+00	0.743872068287385	0	Peptide hormone	BrainSpLMD|5179;BrainSpMouseDev|18385	OMIM|131330
PHF20L1	PHF20L1	0.00000E+00	0.674011536814537	0	Unclassified	BrainSpLMD|51105	
PLCH1	PLCH1	0.00000E+00	1.02914696983731	0	Unclassified	BrainSpMouseDev|92752	OMIM|612835
PNOC	PNOC	0.00000E+00	0.773895591693179	0	Ligand	BrainSpLMD|5368;BrainSpMouseDev|17922	OMIM|601459
PRKCG	PRKCG	0.00000E+00	0.432949333916425	0	Serine/threonine kinase	BrainSpLMD|5582	OMIM|176980;HPO|5582|Attention deficit hyperactivity disorder, Autosomal dominant inheritance, Cerebellar atrophy, Depressivity, Dysarthria, Dysmetria, Dysphagia, Facial myokymia, Focal dystonia, Gait ataxia, Hyperreflexia, Impaired vibration sensation at ankles, Incomplete penetrance, Memory impairment, Mental deterioration, Nystagmus, Progressive cerebellar ataxia, Slow progression
PTPRN2	PTPRN2	0.00000E+00	0.687885640576276	0	Receptor tyrosine phosphatase	BrainSpLMD|5799	OMIM|601698
RASGRF2-AS1	RASGRF2-AS1	0.00000E+00	0.450489940477654	0			
RBP4	RBP4	0.00000E+00	0.516980662238282	0	Transport/cargo protein	BrainSpLMD|5950;Eurexp|euxassay_000736|foregut-midgut junction, lobe, midgut	OMIM|180250;HPO|5950|Autosomal dominant inheritance, Autosomal recessive inheritance, Chorioretinal coloboma, Comedonal acne, Iris coloboma, Microphthalmia, Patent ductus arteriosus, Peripheral retinal atrophy, Reduced visual acuity, Retinal dystrophy, Visual impairment
RSPO3	RSPO3	0.00000E+00	0.423719965935652	0	Ligand;Extracellular matrix protein	BrainSpLMD|84870;Eurexp|euxassay_011723|mantle layer, mesenchyme, orbito-sphenoid, pectoral girdle and thoracic body wall, penis;BrainSpMouseDev|48621	OMIM|610574;COSMIC||colorectal
SAMD5	SAMD5	0.00000E+00	0.533822230948395	0	Unclassified	Eurexp|euxassay_008105|mantle layer, roof plate	
SIDT1	SIDT1	0.00000E+00	0.61303765826834	0	Transport/cargo protein	BrainSpLMD|54847	OMIM|606816
SLC9A2	SLC9A2	0.00000E+00	0.439592073113892	0	Transport/cargo protein	BrainSpLMD|6549;Eurexp|euxassay_012151|fibula, mandible, maxilla, orbito-sphenoid, rib, tibia	OMIM|600530
SST	SST	0.00000E+00	2.7697089999065	0	Peptide hormone	BrainSpLMD|6750;BrainSpMouseDev|20366	OMIM|182450
STXBP6	STXBP6	0.00000E+00	0.840505811228278	0	Unclassified	BrainSpLMD|29091;Eurexp|euxassay_006760|axial skeleton, cortex, digit 1, digit 2, digit 3, digit 4, digit 5, femur, fibula, mantle layer, oesophagus, olfactory, paraxial mesenchyme, penis, rectum, tegmentum, tibia, ventricular layer, vibrissa;BrainSpMouseDev|85214	OMIM|607958
TAC3	TAC3	0.00000E+00	0.788424579372451	0	Unclassified	BrainSpLMD|6866;BrainSpMouseDev|21095	OMIM|162330;HPO|6866|Abnormality of body height, Abnormality of the voice, Absence of pubertal development, Absence of secondary sex characteristics, Anxiety, Autosomal recessive inheritance, Breast hypoplasia, Cryptorchidism, Decreased testicular size, Decreased testosterone in males, Delayed puberty, Delayed skeletal maturation, Depressivity, Eunuchoid habitus, Female hypogonadism, Gynecomastia, Hypogonadotrophic hypogonadism, Hypoplasia of the ovary, Hypoplasia of the uterus, Impotence, Increased female libido, Male hypogonadism, Micropenis, Non-obstructive azoospermia, Osteopenia, Osteoporosis, Primary amenorrhea, Secondary amenorrhea, Sparse body hair, Wide intermamillary distance
TMEM47	TMEM47	0.00000E+00	0.55964121415829	0	Integral membrane protein	BrainSpLMD|83604;Eurexp|euxassay_008336|ventral grey horn, ventricular layer, vertebral axis muscle system	OMIM|300698
TMTC1	TMTC1	0.00000E+00	0.799888892746157	0	Unclassified	BrainSpLMD|83857;Eurexp|euxassay_013458|choroid plexus, dorsal root ganglion, mantle layer, trigeminal V, ventral grey horn	OMIM|615855
TRPC6	TRPC6	0.00000E+00	0.412324229552891	0	Ion channel	BrainSpLMD|7225;Eurexp|euxassay_007416|left, right;BrainSpMouseDev|21825	SFARI||Autism, 3 - Suggestive evidence;OMIM|603652;HPO|7225|Chronic kidney disease, Focal segmental glomerulosclerosis, Nephrotic syndrome, Proteinuria
VAV2	VAV2	0.00000E+00	0.436325374642611	0	Guanine nucleotide exchange factor	BrainSpLMD|7410;Eurexp|euxassay_010484|mandible, mantle layer, maxilla, rib;BrainSpMouseDev|22082	OMIM|600428
WLS	WLS	0.00000E+00	0.870408284022769	0	Integral membrane protein	BrainSpLMD|79971	OMIM|611514
BAIAP3	BAIAP3	7.89587E-298	0.462238720777539	1.90274569583348e-293	Unclassified	BrainSpLMD|8938;BrainSpMouseDev|144469	OMIM|604009
ANKRD36	ANKRD36	3.31900E-297	0.603442066393786	7.99811895503358e-293	Unclassified		
CMTM8	CMTM8	2.80864E-296	0.401431090874673	6.7682672245975e-292	Integral membrane protein	BrainSpLMD|152189;Eurexp|euxassay_004903|adenohypophysis, inner ear, lung, metanephros, midgut, olfactory, pancreas, pharynx, respiratory, stomach, submandibular gland primordium, thymus primordium, thyroid, trachea, ventricular layer	OMIM|607891
LGMN	LGMN	1.24714E-279	0.530898233032017	3.00536008152656e-275	Cysteine protease	BrainSpLMD|5641;Eurexp|euxassay_011126|choroid invagination, choroid plexus, corpus striatum, embryo, floor plate, floorplate, mandible, maxilla, pituitary, roof plate;BrainSpMouseDev|18904	OMIM|602620
CYTH3	CYTH3	8.90439E-278	0.519954403261733	2.14577911040534e-273	Guanine nucleotide exchange factor	BrainSpLMD|9265	OMIM|605081
GIT2	GIT2	2.57813E-269	0.614202078471326	6.21276866160828e-265	GTPase activating protein	BrainSpLMD|9815	OMIM|608564
ABCA5	ABCA5	4.66117E-256	0.58209424771041	1.1232495529386e-251	Membrane transport protein	BrainSpLMD|23461	OMIM|612503;HPO|23461|Coarse facial features, Delayed eruption of teeth, EEG abnormality, Generalized hirsutism, Gingival fibromatosis, Gingival overgrowth
MARCH11	MARCH11	8.42276E-256	0.451811928784247	2.02971561925255e-251			OMIM|613338
FRMD3	FRMD3	1.27818E-250	0.519855822167208	3.08016380635434e-246	Structural protein	BrainSpLMD|257019	OMIM|607619
PPM1K	PPM1K	1.31282E-247	0.538737316687197	3.16364275472216e-243	Serine/threonine phosphatase	BrainSpLMD|152926	OMIM|611065;HPO|152926|Elevated plasma branched chain amino acids
FARP1	FARP1	3.99744E-246	0.52729243890042	9.63302820859726e-242	Guanine nucleotide exchange factor	BrainSpLMD|10160	OMIM|602654
MAN1A1	MAN1A1	1.15709E-239	0.614557050931485	2.78836011371924e-235	Enzyme: Hydrolase	BrainSpLMD|4121;Eurexp|euxassay_018776|bladder, cervical region, dorsal grey horn, extrinsic ocular muscle, femur, humerus, lip, mantle layer, mesenchyme, palatal shelf, pharyngo-tympanic tube, rest of mesenchyme, urethra, ventral grey horn, vibrissa	OMIM|604344
RSPO2	RSPO2	1.31379E-239	0.493641473819883	3.16596063572546e-235	Ligand	BrainSpLMD|340419;Eurexp|euxassay_018864|axial muscle, axial skeleton, choroid plexus, extrinsic ocular muscle, floorplate, lip, lung, mandible, mantle layer, naris, olfactory, roof plate, skeletal muscle, stomach, vomeronasal organ;BrainSpMouseDev|88569	OMIM|610575;COSMIC||colorectal
PRKG2	PRKG2	2.58569E-233	0.417653621965974	6.23099253832626e-229	Serine/threonine kinase	BrainSpLMD|5593	OMIM|601591
GLIPR1	GLIPR1	4.73867E-228	0.472762266222554	1.14192491456326e-223	Unclassified	BrainSpLMD|11010	OMIM|602692
FAM135B	FAM135B	1.50477E-222	0.522204160719431	3.62619055910788e-218	Unclassified	BrainSpLMD|51059;Eurexp|euxassay_010225|ventral grey horn	SFARI||Autism, No category;COSMIC||SCLC
TSHZ3	TSHZ3	6.43843E-221	0.541099772954792	1.55153236903003e-216	DNA binding protein	BrainSpLMD|57616;Eurexp|euxassay_005648|dorsal root ganglion	SFARI||Autism, 4 - Minimal evidence;OMIM|614119
UPP1	UPP1	2.09850E-220	0.46562255771518	5.05695456065595e-216	Enzyme: Phosphorylase	BrainSpLMD|7378;Eurexp|euxassay_006779|olfactory	OMIM|191730
MARCH4	MARCH4	6.37954E-220	0.545289545372516	1.53734264854802e-215	Ubiquitin proteasome system protein		OMIM|608208
DMD	DMD	5.94058E-216	0.50182231977949	1.43156205659705e-211	Structural protein	BrainSpLMD|1756;Eurexp|euxassay_010997|incisor, lateral wall, mantle layer, molar, ventricular layer, vibrissa	SFARI||Autism, No category;OMIM|300377;HPO|1756|Abnormal urinary color, Adult onset, Arrhythmia, Calf muscle hypertrophy, Calf muscle pseudohypertrophy, Cardiomyopathy, Childhood onset, Cognitive impairment, Congestive heart failure, Delayed speech and language development, Difficulty climbing stairs, Difficulty walking, Dilated cardiomyopathy, Elevated hepatic transaminases, Elevated serum creatine phosphokinase, Exercise intolerance, Falls, Fatigue, Flexion contracture, Generalized hypotonia, Global developmental delay, Gowers sign, Hyperlordosis, Hyporeflexia, Hypoventilation, Intellectual disability, Intellectual disability, mild, Motor delay, Muscle cramps, Muscle weakness, Muscular dystrophy, Myalgia, Myoglobinuria, Progressive muscle weakness, Proximal muscle weakness, Respiratory failure, Respiratory insufficiency, Scoliosis, Skeletal muscle atrophy, Specific learning disability, Waddling gait, X-linked inheritance, X-linked recessive inheritance
LINC01122	LINC01122	6.99384E-211	0.579936139155972	1.68537462786857e-206			
