id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ABCC9	ABCC9	0.00000E+00	0.540799377600513	0	Ion channel	BrainSpLMD|10060	OMIM|601439;HPO|10060|Abnormality of the hand, Abnormality of the metacarpal bones, Abnormality of the metaphysis, Anteverted nares, Autosomal dominant inheritance, Bicuspid aortic valve, Blepharophimosis, Broad first metatarsal, Broad hallux, Broad hallux phalanx, Broad ribs, Bulbous nose, Cardiomegaly, Coarse facial features, Congenital hypertrophy of left ventricle, Congenital, generalized hypertrichosis, Coxa valga, Craniofacial hyperostosis, Cuboid-shaped vertebral bodies, Curly eyelashes, Deep plantar creases, Delayed skeletal maturation, Depressed nasal bridge, Dilated cardiomyopathy, Epicanthus, Erlenmeyer flask deformity of the femurs, Everted lower lip vermilion, Furrowed tongue, Generalized hirsutism, Gingival overgrowth, Highly arched eyebrow, Hypertelorism, Hypoplastic ischiopubic rami, Intellectual disability, mild, Joint hyperflexibility, Large for gestational age, Large hands, Large sella turcica, Long eyelashes, Long nose, Long philtrum, Low anterior hairline, Low posterior hairline, Lymphedema, Macrocephaly, Macroglossia, Metaphyseal widening, Micrognathia, Narrow chest, Osteoporosis, Ovoid vertebral bodies, Palpebral edema, Paroxysmal atrial fibrillation, Patent ductus arteriosus, Pericardial effusion, Platyspondyly, Prominent forehead, Prominent supraorbital ridges, Short distal phalanx of finger, Short hallux, Short neck, Skeletal dysplasia, Sloping forehead, Synophrys, Thick eyebrow, Thick lower lip vermilion, Thick nasal alae, Thick upper lip vermilion, Thick vermilion border, Thickened skin, Umbilical hernia, Wide mouth, Wide nasal bridge, Widened posterior fossa
ABLIM3	ABLIM3	0.00000E+00	0.528840434217014	0	Cytoskeletal protein	BrainSpLMD|22885;Eurexp|euxassay_006983|diencephalon, dorsal root ganglion, facial VII, glossopharyngeal IX, hindbrain, midbrain, neural retina, spinal cord, telencephalon, trigeminal V, vagus X, valve, vestibulocochlear VIII	OMIM|611305
ARNTL2	ARNTL2	0.00000E+00	0.562762727385578	0	Transcription factor	BrainSpLMD|56938;BrainSpMouseDev|93055	OMIM|614517
ATP2C2	ATP2C2	0.00000E+00	0.463043156365488	0	Calcium binding protein	BrainSpLMD|9914	OMIM|613082
CCDC80	CCDC80	0.00000E+00	0.418239421209344	0	Unclassified	BrainSpLMD|151887	OMIM|608298
CD36	CD36	0.00000E+00	0.88945001879284	0	Cell surface receptor	BrainSpLMD|948;Eurexp|euxassay_012019|Meckel's cartilage, axial skeleton, basioccipital bone, basisphenoid bone, exoccipital bone, femur, fibula, hip, humerus, orbito-sphenoid, radius, rib, scapula, temporal bone, tibia, turbinate, ulna	OMIM|173510;HPO|948|Abnormality of the endocrine system, Autosomal dominant inheritance, Autosomal recessive inheritance, Giant platelets, Prolonged bleeding time, Thrombocytopenia
CDH7	CDH7	0.00000E+00	0.518193508409307	0	Adhesion molecule	BrainSpLMD|1005;Eurexp|euxassay_009004|mantle layer, marginal layer, ventral grey horn;BrainSpMouseDev|88823	OMIM|605806
CHRM2	CHRM2	0.00000E+00	0.819444309435149	0	G protein coupled receptor	BrainSpLMD|1129;Eurexp|euxassay_008297|axial skeleton, bladder, dorsal root ganglion, facial VII, glossopharyngeal IX, lip, mantle layer, marginal layer, midgut, oesophagus, rectum, stomach, sublingual gland primordium, tongue, trigeminal V;BrainSpMouseDev|89123	OMIM|118493
COL7A1	COL7A1	0.00000E+00	0.486164734404343	0	Extracellular matrix protein	BrainSpLMD|1294	OMIM|120120;HPO|1294|Abnormal blistering of the skin, Abnormal toenail morphology, Abnormality of metabolism/homeostasis, Abnormality of the anus, Abnormality of the fingernails, Abnormality of the vagina, Absent fingernail, Absent toenail, Alopecia, Anemia, Ankyloglossia, Aplasia cutis congenita, Atrophic scars, Atypical scarring of skin, Autosomal dominant inheritance, Autosomal recessive inheritance, Blepharitis, Carious teeth, Cataract, Cheilitis, Congenital localized absence of skin, Congenital onset, Conjunctivitis, Constipation, Corneal erosion, Corneal scarring, Delayed puberty, Dermal atrophy, Dysphagia, Dystrophic fingernails, Dystrophic toenail, Ectropion, Esophageal stricture, Flexion contracture, Fragile skin, Growth delay, Hyperkeratosis, Hypopigmented skin patches, Hypoplasia of dental enamel, Loss of eyelashes, Malnutrition, Microglossia, Milia, Mitten deformity, Nail dysplasia, Nail dystrophy, Narrow mouth, Oral mucosal blisters, Osteopenia, Osteoporosis, Papule, Pretibial blistering, Progressive visual loss, Pruritus, Refractory anemia, Scarring alopecia of scalp, Skin erosion, Skin nodule, Skin vesicle, Spontaneous esophageal perforation, Squamous cell carcinoma, Squamous cell carcinoma of the skin, Thin skin, Tongue atrophy
CPNE7	CPNE7	0.00000E+00	1.00298263314219	0	Transport/cargo protein	BrainSpLMD|27132;Eurexp|euxassay_009558|mantle layer, naris, vomeronasal organ;BrainSpMouseDev|66447	OMIM|605689
CYP4F35P	CYP4F35P	0.00000E+00	0.422924694001196	0			
DIP2A	DIP2A	0.00000E+00	0.795209524153271	0	Transcription regulatory protein	BrainSpLMD|23181	SFARI||Autism, 3 - Suggestive evidence;OMIM|607711
DPY19L1	DPY19L1	0.00000E+00	1.01056654524136	0	Unclassified		OMIM|613892
EPS8L2	EPS8L2	0.00000E+00	0.615324783653893	0	Adapter molecule	BrainSpLMD|64787;Eurexp|euxassay_004756|4th ventricle, adenohypophysis, bladder, choroid invagination, conjunctival sac, epidermis, epithelium, foregut-midgut junction, hindgut, inner ear, liver, lung, metanephros, midgut, naris, oesophagus, olfactory, oral epithelium, pharyngo-tympanic tube, rectum, respiratory, stomach, submandibular gland primordium, testis, thymus primordium, thyroid, trachea, vibrissa	OMIM|614988
FAM89A	FAM89A	0.00000E+00	0.406549047668698	0	Unclassified	BrainSpLMD|375061;Eurexp|euxassay_015959|facial VII, glossopharyngeal IX, trigeminal V, vagus X, vestibulocochlear VIII	
FER1L6-AS2	FER1L6-AS2	0.00000E+00	0.76807457437598	0	Unclassified	BrainSpLMD|157376	
FEZF2	FEZF2	0.00000E+00	0.716837717846116	0	Transcription factor	BrainSpLMD|55079;Eurexp|euxassay_009770|mantle layer, ventricular layer, vomeronasal organ;BrainSpMouseDev|34002	SFARI||Autism, 4 - Minimal evidence;OMIM|607414
GDNF-AS1	GDNF-AS1	0.00000E+00	0.425918967659313	0			
GFPT2	GFPT2	0.00000E+00	0.701437381619346	0	Enzyme: Aminotransferase	BrainSpLMD|9945;Eurexp|euxassay_005728|mandible, naris, petrous part, sternum, turbinate bones	OMIM|603865
GPRIN3	GPRIN3	0.00000E+00	0.564512915617922	0	Unclassified	BrainSpLMD|285513	OMIM|611241
GREM2	GREM2	0.00000E+00	0.464017473464225	0	Unclassified	BrainSpLMD|64388;Eurexp|euxassay_002797|lung	OMIM|608832;HPO|64388|Autosomal dominant inheritance
GRM4	GRM4	0.00000E+00	0.567932870394402	0	G protein coupled receptor	BrainSpLMD|2914;Eurexp|euxassay_004721|Meckel's cartilage, axial skeleton, brain, dorsal root ganglion, femur, fibula, footplate, humerus, mandible, maxilla, rib, scapula, skeleton, spinal cord, tibia, trigeminal V;BrainSpMouseDev|92621	SFARI||Autism, 5 - Hypothesized but untested;OMIM|604100
HTR2C	HTR2C	0.00000E+00	2.45907846971895	0	G protein coupled receptor	BrainSpLMD|3358;BrainSpMouseDev|15335	OMIM|312861
IFNG-AS1	IFNG-AS1	0.00000E+00	1.49737372131892	0			
MPP7	MPP7	0.00000E+00	0.582092120298688	0	Adapter molecule	BrainSpLMD|143098	OMIM|610973
MYBPHL	MYBPHL	0.00000E+00	0.412690213543435	0	Unclassified	Eurexp|euxassay_007564|atrium	
MYLIP	MYLIP	0.00000E+00	0.779659198690367	0	Ubiquitin proteasome system protein	BrainSpLMD|29116	OMIM|610082
NPSR1	NPSR1	0.00000E+00	0.810046282386652	0	G protein coupled receptor	BrainSpLMD|387129;BrainSpMouseDev|106174	OMIM|608595
NPSR1-AS1	NPSR1-AS1	0.00000E+00	1.6865713388638	0		BrainSpLMD|404744	OMIM|608596
NR4A3	NR4A3	0.00000E+00	0.711104124564261	0	Nuclear receptor	BrainSpLMD|8013;Eurexp|euxassay_016920|floorplate, marginal layer;BrainSpMouseDev|17891	OMIM|600542;COSMIC||extraskeletal myxoid chondrosarcoma;HPO|8013|Chondrosarcoma, Somatic mutation
PDE9A	PDE9A	0.00000E+00	0.534379948590914	0	Enzyme: Phosphodiesterase	BrainSpLMD|5152;Eurexp|euxassay_005191|bladder, brain, cervical, cervico-thoracic, dorsal root ganglion, epithelium, glossopharyngeal IX, incisor, limb, lung, mesenchyme, metanephros, midgut, molar, naris, olfactory, oral epithelium, rectum, retina, spinal cord, stomach, submandibular gland primordium, tail, trigeminal V, vestibulocochlear VIII	OMIM|602973
PKD2L1	PKD2L1	0.00000E+00	0.441570208639105	0	Ion channel	BrainSpLMD|9033;Eurexp|euxassay_008065|intermediate grey horn, ventricular layer	OMIM|604532
