id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ADGRV1	ADGRV1	0.00000E+00	1.73044215019639	0	G protein coupled receptor	BrainSpLMD|84059;Eurexp|euxassay_010149|ventricular layer;BrainSpMouseDev|74944	OMIM|602851;HPO|84059|Abnormal electroretinogram, Atonic seizures, Autosomal dominant inheritance, Autosomal recessive inheritance, Cataract, Childhood onset, Congenital sensorineural hearing impairment, Febrile seizures, Generalized tonic seizures, Generalized tonic-clonic seizures, Hemianopia, Heterogeneous, Infantile onset, Iris hypopigmentation, Myopia, Nyctalopia, Rod-cone dystrophy, Scotoma, Sensorineural hearing impairment, Visual loss
GRAMD2B	GRAMD2B	0.00000E+00	1.107833164727	0	Integral membrane protein	BrainSpLMD|65983	
RNF219-AS1	RNF219-AS1	0.00000E+00	1.23810589500041	0			
SELENOP	SELENOP	0.00000E+00	0.925137392840141	0	Enzyme: Peroxidase	BrainSpLMD|6414;BrainSpMouseDev|20126	OMIM|601484
ZBTB20-AS5	ZBTB20-AS5	0.00000E+00	0.817447750082855	0			
ERBIN	ERBIN	1.08112E-292	1.12761660826756	2.6052918893483e-288	Adapter molecule	BrainSpLMD|55914	SFARI||Autism, 2 - Strong candidate;OMIM|606944
COL5A3	COL5A3	1.39514E-277	1.48165307694525	3.36201976001215e-273	Extracellular matrix protein	BrainSpLMD|50509	OMIM|120216
SLCO1C1	SLCO1C1	4.42808E-267	1.06262221871209	1.06707986162992e-262	Membrane transport protein	BrainSpLMD|53919;Eurexp|euxassay_007061|4th ventricle, choroid plexus, forebrain, hindbrain, meninges, midbrain, spinal cord, ventricular layer	OMIM|613389
CARMIL1	CARMIL1	1.14479E-246	1.13523986028613	2.75871857444328e-242	Unclassified	BrainSpLMD|55604;Eurexp|euxassay_009829|clavicle, femur, mandible, mantle layer, marginal layer, maxilla, orbito-sphenoid, palatal shelf, rib, skeleton, vibrissa	OMIM|609593
PRODH	PRODH	1.91540E-240	0.970081272310028	4.61572356934103e-236	Enzyme: Dehydrogenase	BrainSpLMD|5625;BrainSpMouseDev|18888	SFARI||Autism, 3 - Suggestive evidence;OMIM|606810;HPO|5625|Aggressive behavior, Autosomal recessive inheritance, EEG abnormality, Generalized hypotonia, Global developmental delay, Hydroxyprolinuria, Hyperactivity, Hyperglycinuria, Hyperprolinemia, Intellectual disability, Nephropathy, Phenotypic variability, Prolinuria, Proteinuria, Status epilepticus, Stereotypy
RANBP3L	RANBP3L	3.71693E-230	1.04086859492791	8.95705212542968e-226	Unclassified	BrainSpLMD|202151	OMIM|616391
LINC01748	LINC01748	1.29331E-229	0.704153164278982	3.11662531573655e-225			
SLC1A2	SLC1A2	1.60433E-227	1.54029053388646	3.86612396510962e-223	Membrane transport protein	BrainSpLMD|6506;Eurexp|euxassay_009471|brain, spinal cord;BrainSpMouseDev|20273	SFARI||Autism, No category;OMIM|600300;HPO|6506|Autosomal dominant inheritance, Cerebral atrophy, Epileptic encephalopathy, Flexion contracture, Generalized hypotonia, Global developmental delay, Hypoplasia of the corpus callosum, Intellectual disability, profound, Kyphoscoliosis, Neonatal onset, Seizures
GNA14-AS1	GNA14-AS1	2.35817E-224	0.816411213462521	5.68272857390741e-220			
ZNF98	ZNF98	8.40010E-214	1.34258109782745	2.02425601388986e-209	Transcription factor		OMIM|603980
PAMR1	PAMR1	5.10040E-212	1.1358009537537	1.22909319297059e-207	Unclassified	BrainSpLMD|25891;Eurexp|euxassay_002904|axial skeleton, body-wall mesenchyme, calyces, clavicle, cranium, foregut-midgut junction, head mesenchyme, hindgut, intervertebral disc, limb, lip, loop, mesenchyme, metatarsus, midgut, pancreas, pectoral girdle and thoracic body wall, phalanx, rectum, renal/urinary system, skeletal muscle, stomach, tail, tongue, ventricular layer, vertebral axis muscle system, vertebral cartilage condensation	
OAF	OAF	3.16433E-206	0.892675554426873	7.6254013840705e-202	Unclassified	BrainSpLMD|220323	
ETNPPL	ETNPPL	5.19877E-204	0.931026905726096	1.25279973396464e-199	Enzyme: Transferase	BrainSpLMD|64850	OMIM|614682
LINC00499	LINC00499	1.67475E-203	0.896019424037484	4.03580147222995e-199			
