id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ADAM11	ADAM11	0.00000E+00	0.437922361405766	0	Metallo protease	BrainSpLMD|4185;Eurexp|euxassay_010451|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, trigeminal V, ventral grey horn, vestibulocochlear VIII, vibrissa	OMIM|155120
ARNTL	ARNTL	0.00000E+00	0.400906473911199	0	Transcription factor	BrainSpLMD|406;Eurexp|euxassay_000108|haemolymphoid system, neural retina, pituitary, retina, spleen primordium, thalamus, thymus primordium;BrainSpMouseDev|11652	OMIM|602550
ASPH	ASPH	0.00000E+00	0.430354436167058	0	Enzyme: Hydroxylase	BrainSpLMD|444	OMIM|600582;HPO|444|Abnormal facial shape, Autosomal recessive inheritance, Convex nasal ridge, Dental malocclusion, Downslanted palpebral fissures, Ectopia lentis, Iris atrophy, Large beaked nose, Prominent nose, Retrognathia
C1orf115	C1orf115	0.00000E+00	0.420323614036419	0	Unclassified	BrainSpLMD|79762	
CAMK1D	CAMK1D	0.00000E+00	0.62735642703905	0	Serine/threonine kinase	BrainSpLMD|57118	OMIM|607957
CCDC186	CCDC186	0.00000E+00	0.402923329784322	0	Unclassified	BrainSpLMD|55088	
CCDC3	CCDC3	0.00000E+00	0.556835544433835	0	Unclassified	BrainSpLMD|83643;Eurexp|euxassay_009735|epithelium, floor plate, floorplate, mantle layer, mesenchyme, naso-lacrimal duct, olfactory	
CD53	CD53	0.00000E+00	0.42218788398827	0	T cell antigen receptor	BrainSpLMD|963;Eurexp|euxassay_008611|thymus primordium	OMIM|151525
CENPC	CENPC	0.00000E+00	0.520096375929008	0	DNA binding protein	BrainSpLMD|1060	OMIM|117141
CFAP221	CFAP221	0.00000E+00	0.563482953080564	0			
CKMT1B	CKMT1B	0.00000E+00	0.662817690825277	0	Enzyme: Phosphotransferase	Eurexp|euxassay_018134|glossopharyngeal IX, olfactory, rectum, trigeminal V, vagus X, ventral grey horn, vestibulocochlear VIII	OMIM|123290
CPNE9	CPNE9	0.00000E+00	0.671589945020193	0	Transport/cargo protein	BrainSpLMD|151835	
DGKI	DGKI	0.00000E+00	0.437342241398705	0	Lipid Kinase	BrainSpLMD|9162;Eurexp|euxassay_010174|mantle layer, marginal layer	OMIM|604072
EPHA3	EPHA3	0.00000E+00	0.500833022356922	0	Receptor tyrosine kinase	BrainSpLMD|2042;Eurexp|euxassay_018957|axial muscle, clavicle, cranial muscle, extrinsic ocular muscle, floorplate, head mesenchyme, incisor, lip, lung, mantle layer, marginal layer, mesenchyme, molar, naris, palatal shelf, pectoral girdle and thoracic body wall, skeletal muscle, tarsus, thymus primordium, tongue, ventricular layer, vibrissa, vomeronasal organ;BrainSpMouseDev|13615	OMIM|179611;COSMIC||lung cancer, CRC, melanoma
FHL1	FHL1	0.00000E+00	0.611797704016783	0	Unclassified	BrainSpLMD|2273;Eurexp|euxassay_018418|bladder, brain, diaphragm, dorsal root ganglion, head mesenchyme, limb, penis, rectum, spinal cord, tongue, vertebral axis muscle system	OMIM|300163;HPO|2273|Adult onset, Areflexia, Arrhythmia, Back pain, Elevated serum creatine phosphokinase, Flexion contracture, Foot dorsiflexor weakness, Frequent falls, Hyperlordosis, Hypertrophic cardiomyopathy, Hyporeflexia, Increased variability in muscle fiber diameter, Kyphosis, Lower limb muscle weakness, Myofibrillar myopathy, Progressive, Proximal muscle weakness, Rapidly progressive, Respiratory insufficiency, Respiratory insufficiency due to muscle weakness, Rimmed vacuoles, Scapular winging, Scapuloperoneal myopathy, Scapuloperoneal weakness, Scoliosis, Short neck, Skeletal muscle atrophy, Spinal rigidity, Steppage gait, Waddling gait, X-linked dominant inheritance, X-linked inheritance, X-linked recessive inheritance
GABRG1	GABRG1	0.00000E+00	0.93240270200189	0	Extracellular ligand gated channel	BrainSpLMD|2565;Eurexp|euxassay_008368|mantle layer;BrainSpMouseDev|14181	OMIM|137166
GLS2	GLS2	0.00000E+00	0.441625377711272	0	Enzyme: Hydrolase	BrainSpLMD|27165;BrainSpMouseDev|84969	OMIM|606365
HS3ST2	HS3ST2	0.00000E+00	0.560888391438756	0	Enzyme: Sulphotransferase	BrainSpLMD|9956;Eurexp|euxassay_012864|clavicle, dorsal root ganglion, facial VII, glossopharyngeal IX, incisor, mandible, mantle layer, neural retina, rib, submandibular gland primordium, trigeminal V, vagus X, ventral grey horn	OMIM|604056
HTR1F	HTR1F	0.00000E+00	0.541061332371268	0	G protein coupled receptor	BrainSpLMD|3355;BrainSpMouseDev|15332	OMIM|182134
KCNQ2	KCNQ2	0.00000E+00	0.446931754185532	0	Voltage gated channel	BrainSpLMD|3785	SFARI||Autism, 3 - Suggestive evidence;OMIM|602235;HPO|3785|Abnormality of the globus pallidus, Abnormality of vision, Apnea, Autosomal dominant inheritance, Cerebral edema, Choreoathetosis, Deeply set eye, Dysesthesia, Dyskinesia, Dystonia, EEG with burst suppression, Epileptic encephalopathy, Epileptic spasms, Facial erythema, Feeding difficulties, Focal clonic seizures, Generalized hypotonia, Generalized tonic seizures, Generalized tonic-clonic seizures, Global developmental delay, Heterogeneous, Hypertonia, Inability to walk, Infantile onset, Intellectual disability, Muscular hypotonia, Myoclonus, Myokymia, Neonatal onset, Pallor, Phenotypic variability, Poor gross motor coordination, Profound global developmental delay, Reduced consciousness/confusion, Seizures, Spastic tetraparesis
KIAA0513	KIAA0513	0.00000E+00	0.408219106507195	0	Unclassified	BrainSpLMD|9764	OMIM|611675
KIAA1549	KIAA1549	0.00000E+00	0.427591119259525	0	Unclassified	BrainSpLMD|57670;Eurexp|euxassay_013378|brain, cartilaginous ring, dorsal root ganglion, facial VII, glossopharyngeal IX, incisor, metanephros, molar, neural retina, spinal cord, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|613344;COSMIC||pilocytic astrocytoma
LINC00923	LINC00923	0.00000E+00	0.440139214766347	0			
LINC02232	LINC02232	0.00000E+00	0.414591748730074	0			
LMTK2	LMTK2	0.00000E+00	0.430729621475633	0	Dual specificity kinase	BrainSpLMD|22853;Eurexp|euxassay_018856|marginal layer, pancreas;BrainSpMouseDev|87332	OMIM|610989
LOC101928307	LOC101928307	0.00000E+00	0.422915829699369	0			
LPCAT4	LPCAT4	0.00000E+00	0.402270306681504	0	Enzyme: Acyltransferase	BrainSpLMD|254531	OMIM|612039
MAGI2-AS3	MAGI2-AS3	0.00000E+00	0.450500155172745	0			
MAGI3	MAGI3	0.00000E+00	0.616823220733562	0	Unclassified	BrainSpLMD|260425;Eurexp|euxassay_011395|axial skeleton, facial VII, femur, fibula, glossopharyngeal IX, left lung, olfactory, rib, right lung, tibia, trigeminal V, vagus X, vomeronasal organ	OMIM|615943
MAN1A2	MAN1A2	0.00000E+00	0.612396921417153	0	Enzyme: Hydrolase	BrainSpLMD|10905	OMIM|604345
