id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
DOCK8	DOCK8	8.21155E-133	1.63126139446747	1.97882004887256e-128	Guanine nucleotide exchange factor	BrainSpLMD|81704;Eurexp|euxassay_013103|thymus primordium	SFARI||Autism, 3 - Suggestive evidence;OMIM|611432;HPO|81704|Asthma, Atopic dermatitis, Autosomal dominant inheritance, Autosomal recessive inheritance, B lymphocytopenia, Cerebral vasculitis, Chronic otitis media, Decrease in T cell count, Delayed speech and language development, Eczema, Eosinophilia, Global developmental delay, Hemiplegia, Increased IgE level, Infantile onset, Intellectual disability, Neoplasm, Onychomycosis, Pneumonia, Recurrent bacterial infections, Recurrent bacterial skin infections, Recurrent candida infections, Recurrent fungal infections, Recurrent sinopulmonary infections, Recurrent sinusitis, Recurrent viral infections, Severe viral infections, Skin ulcer, Subarachnoid hemorrhage, Verrucae
APBB1IP	APBB1IP	3.65225E-121	1.75764592715649	8.80119085758934e-117	Adapter molecule	BrainSpLMD|54518;Eurexp|euxassay_003656|adenohypophysis, liver, molar, thymus primordium	OMIM|609036
FYB1	FYB1	1.23101E-120	0.715292869514234	2.96648370932329e-116	Adapter molecule	BrainSpLMD|2533;Eurexp|euxassay_013177|thymus primordium	OMIM|602731;HPO|2533|Abnormality of the skeletal system, Autosomal recessive inheritance, Decreased mean platelet volume, Epistaxis, Thrombocytopenia
ADAM28	ADAM28	1.89262E-83	1.5361369510459	4.56083304238685e-79	Metallo protease	BrainSpLMD|10863;Eurexp|euxassay_005826|oesophagus, olfactory, respiratory, thymus primordium, trachea	OMIM|606188
C3	C3	4.84559E-81	1.45016888000042	1.16769056632123e-76	Complement protein	BrainSpLMD|718;Eurexp|euxassay_001854|lobe	OMIM|120700;HPO|718|Autosomal recessive inheritance, Decreased serum complement C3, Nephrotic syndrome, Recurrent bacterial infections, Renal insufficiency
SYK	SYK	1.12083E-74	1.19227040077053	2.70097693352702e-70	Tyrosine kinase	BrainSpLMD|6850	OMIM|600085;COSMIC||MDS, peripheral T-cell lymphoma
PIK3R5	PIK3R5	5.33108E-73	1.07098411599258	1.28468415460854e-68	Enzyme regulator	BrainSpLMD|23533	OMIM|611317;HPO|23533|Areflexia, Autosomal recessive inheritance, Cerebellar atrophy, Distal sensory impairment, Dysarthria, Dysmetria, Frequent falls, Hyporeflexia, Nystagmus, Oculomotor apraxia, Progressive, Slow saccadic eye movements
FGD2	FGD2	9.55252E-69	1.14378262513016	2.30196624780394e-64	Guanine nucleotide exchange factor	BrainSpLMD|221472	OMIM|605091
PLXDC2	PLXDC2	9.87484E-54	1.55636157143193	2.37963794185375e-49	Cell surface receptor	BrainSpLMD|84898;Eurexp|euxassay_002573|body-wall mesenchyme, choroid plexus, cochlear duct, diaphragm, epidermis, epithelium, humerus, mantle layer, submandibular gland primordium, ventral grey horn, ventricular layer, vibrissa	OMIM|606827
LPAR6	LPAR6	2.93671E-53	1.50531561626146	7.0768906626851e-49	G protein coupled receptor	BrainSpLMD|10161	OMIM|609239;HPO|10161|Alopecia, Autosomal dominant inheritance, Autosomal recessive inheritance, Brittle hair, Coarse hair, Fair hair, Fine hair, Hypopigmentation of hair, Hypotrichosis, Hypotrichosis of the scalp, Slow-growing hair, Sparse and thin eyebrow, Sparse body hair, Sparse eyelashes, Woolly hair
