id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ADCYAP1	ADCYAP1	0.00000E+00	0.58616803678459	0	Peptide hormone	BrainSpLMD|116;Eurexp|euxassay_006913|dorsal root ganglion, facial VII, glossopharyngeal IX, mandible, mantle layer, marginal layer, mesenchyme, midgut, neural retina, palatal shelf, tongue, trigeminal V, trunk mesenchyme, vagus X;BrainSpMouseDev|11303	OMIM|102980
CDH22	CDH22	0.00000E+00	0.48750012068708	0	Adhesion molecule	BrainSpLMD|64405	SFARI||Autism, 4 - Minimal evidence;OMIM|609920
CDK5R1	CDK5R1	0.00000E+00	0.798660642610136	0	Regulatory/other subunit	BrainSpLMD|8851;BrainSpMouseDev|12354	OMIM|603460
EGR3	EGR3	0.00000E+00	0.68105101993821	0	Transcription factor	BrainSpLMD|1960;Eurexp|euxassay_010934|incisor, molar, vibrissa;BrainSpMouseDev|13433	OMIM|602419
FAM84A	FAM84A	0.00000E+00	0.674626478202223	0	Unclassified	BrainSpLMD|151354;Eurexp|euxassay_003388|respiratory, submandibular gland primordium, urethra, vibrissa	OMIM|611234
ITPKA	ITPKA	0.00000E+00	0.604222800731011	0	Lipid Kinase	BrainSpLMD|3706	OMIM|147521
LINC00507	LINC00507	0.00000E+00	1.04762719960268	0			
NRN1	NRN1	0.00000E+00	0.643452841137164	0	Secreted polypeptide	BrainSpLMD|51299;Eurexp|euxassay_003207|bladder, dorsal root ganglion, facial VII, glossopharyngeal IX, hindgut, lobe, mantle layer, marginal layer, mesenchyme, midgut, penis, physiological umbilical hernia, rectum, stroma, trigeminal V, urethra, ventricular layer, vestibulocochlear VIII;BrainSpMouseDev|44246	OMIM|607409
PTK2B	PTK2B	0.00000E+00	0.670790394148929	0	Tyrosine kinase	BrainSpLMD|2185	OMIM|601212
YWHAG	YWHAG	0.00000E+00	0.885622887166776	0	Adapter molecule	BrainSpLMD|7532	OMIM|605356
SYNPO	SYNPO	1.66767E-304	0.550040726466213	4.01874655034183e-300	Cytoskeletal associated protein	BrainSpLMD|11346;Eurexp|euxassay_010928|aorta, axial skeleton, basioccipital bone, basisphenoid bone, cartilaginous ring, femur, fibula, humerus, incisor, larynx, molar, naris, nasal septum, orbito-sphenoid, otic capsule, pelvic girdle, petrous part, phalanx, rib, sternum, tibia, turbinate bones, valve, vault of skull	OMIM|608155
RFTN1	RFTN1	2.43488E-304	0.590566327078536	5.86757880449181e-300	Integral membrane protein	BrainSpLMD|23180;Eurexp|euxassay_004681|dorsal grey horn, mantle layer, marginal layer	
KIAA1211L	KIAA1211L	1.77087E-299	0.648238194633095	4.26743290024457e-295	Unclassified	BrainSpLMD|343990	
SOWAHA	SOWAHA	5.58404E-297	0.402360997179082	1.34564174204796e-292	Unclassified	BrainSpLMD|134548;Eurexp|euxassay_015431|corpus striatum, lobe, olfactory, turbinate bones;BrainSpMouseDev|88370	
KCTD1	KCTD1	1.35824E-290	0.651101775829288	3.27309070167951e-286	Unclassified	BrainSpLMD|284252;Eurexp|euxassay_012550|epithelium, incisor, mantle layer, molar, stomach, thymus primordium	OMIM|613420;HPO|284252|2-3 toe syndactyly, 3-4 finger cutaneous syndactyly, Abnormality of the antihelix, Abnormality of the endocrine system, Abnormality of the fingernails, Abnormality of the scalp, Abnormality of the skin, Abnormality of the thorax, Agenesis of permanent teeth, Aplasia/Hypoplasia of the nipples, Autosomal dominant inheritance, Breast aplasia, Cataract, Cupped ear, Delayed eruption of teeth, Depressed nasal bridge, Hypertension, Low-set ears, Microtia, Nail dysplasia, Palpebral edema, Protruding ear, Recurrent urinary tract infections, Small earlobe, Sparse hair, Telecanthus, Type I diabetes mellitus, Underdeveloped antitragus, Underdeveloped tragus
RAB6B	RAB6B	1.83609E-284	0.703935758236826	4.42461087910962e-280	GTPase	BrainSpLMD|51560;Eurexp|euxassay_005421|brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, olfactory, respiratory, spinal cord, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|615852
SLC6A7	SLC6A7	6.56125E-284	0.589571348797022	1.58112924180899e-279	Membrane transport protein	BrainSpLMD|6534;Eurexp|euxassay_012672|mantle layer	OMIM|606205
ETS2	ETS2	1.98310E-274	0.599046523253755	4.77886812774825e-270	Transcription factor	BrainSpLMD|2114;Eurexp|euxassay_011879|Meckel's cartilage, axial skeleton, basioccipital bone, basisphenoid bone, exoccipital bone, femur, fibula, hip, humerus, nasal septum, orbito-sphenoid, otic capsule, petrous part, rib, scapula, tibia, turbinate, vault of skull;BrainSpMouseDev|23625	OMIM|164740
DMTN	DMTN	2.25871E-266	0.646253144908963	5.4430419960333e-262	Structural protein	BrainSpLMD|2039;Eurexp|euxassay_004554|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, lens, lobe, neural retina, olfactory, spinal cord, stroma, trigeminal V, vagus X	OMIM|125305
KCNJ9	KCNJ9	2.66789E-261	0.519272771995117	6.4290797772724e-257	Inward rectifier channel	BrainSpLMD|3765	OMIM|600932
GLRA3	GLRA3	1.42162E-258	0.464744108257222	3.4258289984535e-254	Membrane transport protein	BrainSpLMD|8001;Eurexp|euxassay_010858|mantle layer;BrainSpMouseDev|74461	OMIM|600421
SNN	SNN	5.55904E-258	0.56811668787076	1.33961791680457e-253	Unclassified	BrainSpLMD|8303	OMIM|603032
CALM3	CALM3	2.01587E-257	0.783599644072128	4.85785511364925e-253	Calcium binding protein	BrainSpLMD|808	OMIM|114183;HPO|808|Ventricular tachycardia, Vertigo
MTPN	MTPN	1.90584E-253	0.566217956471585	4.59269711456618e-249	Cell cycle control protein		OMIM|606484
ZBTB18	ZBTB18	6.18951E-253	0.583310876732613	1.49154716752141e-248	Transcription regulatory protein	BrainSpLMD|10472	OMIM|608433;HPO|10472|Abnormality of the pinna, Agenesis of corpus callosum, Aplasia/Hypoplasia of the corpus callosum, Autosomal dominant inheritance, Depressed nasal bridge, Epicanthus, Generalized hypotonia, Global developmental delay, Hypertelorism, Intellectual disability, Low-set ears, Microcephaly, Micrognathia, Prominent forehead, Round face, Seizures, Short stature, Smooth philtrum, Thin upper lip vermilion, Thin vermilion border, Variable expressivity
CADM3	CADM3	1.24275E-249	0.580069522759939	2.99477665788899e-245	Immunoglobulin	BrainSpLMD|57863;Eurexp|euxassay_014341|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, olfactory, spinal cord, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|60961	OMIM|609743
KBTBD11	KBTBD11	1.36187E-242	0.610462064003744	3.28184290445282e-238	Unclassified	BrainSpLMD|9920;Eurexp|euxassay_008912|brain, cervical, cervico-thoracic, dorsal root ganglion, glossopharyngeal IX, olfactory, retina, spinal cord, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	
NCEH1	NCEH1	7.84933E-241	0.566443667088551	1.89153074648521e-236	Unclassified	BrainSpLMD|57552;Eurexp|euxassay_005981|cervical, cervico-thoracic, diencephalon, dorsal root ganglion, facial VII, glossopharyngeal IX, hindbrain, incisor, midbrain, molar, retina, spinal cord, telencephalon, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|613234
