id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ABI3BP	ABI3BP	0.00000E+00	0.692889630701046	0	Unclassified	BrainSpLMD|25890;Eurexp|euxassay_013992|mesenchyme, olfactory, stomach	OMIM|606279
ADAM33	ADAM33	0.00000E+00	0.691525126148019	0	Metallo protease	BrainSpLMD|80332	OMIM|607114
ADAMTS6	ADAMTS6	0.00000E+00	0.64375116483918	0	Metallo protease	BrainSpLMD|11174	OMIM|605008
ADRA1B	ADRA1B	0.00000E+00	0.401841494739614	0	G protein coupled receptor	BrainSpLMD|147	OMIM|104220
AFAP1	AFAP1	0.00000E+00	0.588254879782298	0	Adapter molecule	BrainSpLMD|60312	OMIM|608252
ANKRD29	ANKRD29	0.00000E+00	0.6360802925475	0	Unclassified	BrainSpLMD|147463	
ASIC1	ASIC1	0.00000E+00	0.47036033934986	0	Ion channel	BrainSpLMD|41;BrainSpMouseDev|11208	OMIM|602866
ASIC4	ASIC4	0.00000E+00	0.775586396727774	0	Ion channel	BrainSpLMD|55515;Eurexp|euxassay_005297|cerebral cortex, diencephalon, dorsal root ganglion, hindbrain, hypothalamus, mantle layer, olfactory lobe, roof plate, thalamus	OMIM|606715
B4GALT6	B4GALT6	0.00000E+00	0.925868294937283	0	Enzyme: Galactosyltransferase	BrainSpLMD|9331;Eurexp|euxassay_008280|brain, cortex, dorsal root ganglion, facial VII, glossopharyngeal IX, liver, midgut, pancreas, pelvis, rectum, spinal cord, stomach, submandibular gland primordium, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|604017
CALB2	CALB2	0.00000E+00	1.56873021762747	0	Calcium binding protein	BrainSpLMD|794;BrainSpMouseDev|12093	OMIM|114051
CBLN1	CBLN1	0.00000E+00	0.413092541960916	0	Integral membrane protein	BrainSpLMD|869	SFARI||Autism, 5 - Hypothesized but untested;OMIM|600432
CCNG2	CCNG2	0.00000E+00	0.883968560118665	0	Cell cycle control protein	BrainSpLMD|901;Eurexp|euxassay_007291|embryo	OMIM|603203
CHRNA2	CHRNA2	0.00000E+00	0.860628614490049	0	Voltage gated channel	BrainSpLMD|1135;Eurexp|euxassay_006851|mantle layer, ventral grey horn;BrainSpMouseDev|75055	OMIM|118502;HPO|1135|Autosomal dominant inheritance, Behavioral abnormality, Heterogeneous, Seizures
CNR1	CNR1	0.00000E+00	1.59290365693453	0	G protein coupled receptor	BrainSpLMD|1268;BrainSpMouseDev|12584	SFARI||Autism, 3 - Suggestive evidence;OMIM|114610
COL21A1	COL21A1	0.00000E+00	0.874492001709523	0	Extracellular matrix protein	BrainSpLMD|81578	OMIM|610002
CXCL14	CXCL14	0.00000E+00	1.66040075830963	0	Chemokine	BrainSpLMD|9547	OMIM|604186
ELFN1	ELFN1	0.00000E+00	0.415737718887626	0	Unclassified	Eurexp|euxassay_007454|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, marginal layer, thyroid, trigeminal V	OMIM|614964
GLRA2	GLRA2	0.00000E+00	0.620637190580553	0	Extracellular ligand gated channel	BrainSpLMD|2742;Eurexp|euxassay_006123|brain, spinal cord;BrainSpMouseDev|88304	SFARI||Autism, 5 - Hypothesized but untested;OMIM|305990
GPR149	GPR149	0.00000E+00	0.538728265014787	0	G protein coupled receptor		
GRIN2D	GRIN2D	0.00000E+00	0.424589248946732	0	Cell surface receptor	BrainSpLMD|2906;BrainSpMouseDev|14590	OMIM|602717;HPO|2906|Autosomal dominant inheritance, Cortical visual impairment, Dysphagia, Epileptic encephalopathy, Failure to thrive, Feeding difficulties, Global developmental delay, Hypsarrhythmia, Infantile onset, Microcephaly, Muscular hypotonia of the trunk, Pes planus, Seizures
HAP1	HAP1	0.00000E+00	0.45294596381413	0	Cytoskeletal protein	BrainSpLMD|9001;Eurexp|euxassay_018234|adrenal gland, cervical, cervico-thoracic, forebrain, hindbrain, incisor, midbrain, midgut, molar, naris, olfactory, pituitary, spinal cord, stomach, thoracic, thyroid, trigeminal V, vagus X, vomeronasal organ;BrainSpMouseDev|14890	OMIM|600947
HRH3	HRH3	0.00000E+00	0.678463536167465	0	G protein coupled receptor	BrainSpLMD|11255;BrainSpMouseDev|63466	OMIM|604525
HTR2C	HTR2C	0.00000E+00	0.787682983954452	0	G protein coupled receptor	BrainSpLMD|3358;BrainSpMouseDev|15335	OMIM|312861
