id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
BTNL9	BTNL9	0.00000E+00	1.26931937164173	0	Integral membrane protein	BrainSpLMD|153579	
SNORA73B	SNORA73B	0.00000E+00	0.694449060231181	0			OMIM|603239
TTC3	TTC3	0.00000E+00	1.14644567363942	0	Unclassified	BrainSpLMD|7267	OMIM|602259
LUC7L3	LUC7L3	2.03232E-302	1.05587804683304	4.89749069637889e-298	Transcription regulatory protein	BrainSpLMD|51747	OMIM|609434
PNISR	PNISR	4.86158E-294	0.998563628121725	1.17154282700894e-289	Unclassified	BrainSpLMD|25957;Eurexp|euxassay_011305|brain, dorsal root ganglion, facial VII, glossopharyngeal IX, metanephros, neural retina, olfactory, spinal cord, trigeminal V, vagus X, vestibulocochlear VIII, vomeronasal organ	OMIM|616653
RBM25	RBM25	3.39414E-278	1.39037331778189	8.17920723081529e-274	RNA binding protein	BrainSpLMD|58517	OMIM|612427
BDP1	BDP1	1.66570E-249	1.63654449271497	4.01399861650167e-245	Transcription factor	BrainSpLMD|55814;Eurexp|euxassay_019513|dorsal root ganglion, incisor, lung, midgut, nucleus pulposus, submandibular gland primordium, vibrissa	OMIM|607012
MPHOSPH8	MPHOSPH8	6.97876E-218	1.17351277263839	1.6817419964097e-213	Cell cycle control protein	BrainSpLMD|54737	OMIM|611626
CNGB1	CNGB1	1.69356E-200	1.03405667663403	4.08115287667355e-196	Intracellular ligand gated channel	BrainSpLMD|1258	OMIM|600724;HPO|1258|Abnormal electroretinogram, Abnormality of retinal pigmentation, Abnormality of the retinal vasculature, Abnormality of the testis, Anteverted nares, Atypical scarring of skin, Autosomal recessive inheritance, Blindness, Bone spicule pigmentation of the retina, Cataract, Conductive hearing impairment, Glaucoma, Hyperinsulinemia, Hypogonadism, Hypoplasia of penis, Intellectual disability, Keratoconus, Nyctalopia, Nystagmus, Obesity, Ophthalmoplegia, Optic atrophy, Peripheral visual field loss, Photophobia, Progressive night blindness, Rod-cone dystrophy, Sensorineural hearing impairment, Wide nasal bridge
SRSF11	SRSF11	1.78014E-188	1.03378677580411	4.28977155549512e-184	Transcription regulatory protein	BrainSpLMD|9295	SFARI||Autism, 2 - Strong candidate;OMIM|602010
PPFIA2	PPFIA2	6.90218E-184	1.19842058740477	1.66328662915097e-179	Anchor protein	BrainSpLMD|8499	OMIM|603143
ZC3H13	ZC3H13	3.25898E-179	1.5396427970226	7.85348713360595e-175	Transcription regulatory protein	BrainSpLMD|23091	OMIM|616453
NKTR	NKTR	2.26510E-176	1.06911179029571	5.45843953831078e-172	Cell surface receptor	BrainSpLMD|4820	OMIM|161565
ANKRD11	ANKRD11	3.83642E-174	1.31093908686001	9.24501354229768e-170	Transcription regulatory protein	BrainSpLMD|29123	SFARI||Autism, 2 - Strong candidate;OMIM|611192;HPO|29123|Anteverted nares, Autism, Autosomal dominant inheritance, Cervical ribs, Clinodactyly, Colpocephaly, Cryptorchidism, Delayed skeletal maturation, Frontal bossing, Global developmental delay, High forehead, High palate, Hypertelorism, Hypoplasia of the corpus callosum, Intellectual disability, Intellectual disability, moderate, Long palpebral fissure, Long philtrum, Low anterior hairline, Low posterior hairline, Macrodontia, Macrotia, Microcephaly, Micrognathia, Oligodontia, Optic nerve hypoplasia, Periventricular gray matter heterotopia, Pointed chin, Protruding ear, Radial deviation of finger, Rib fusion, Round face, Seizures, Short stature, Single transverse palmar crease, Smooth philtrum, Syndactyly, Telecanthus, Thick eyebrow, Thoracic kyphosis, Triangular face, Underdeveloped nasal alae, Ventriculomegaly, Vertebral arch anomaly, Vertebral fusion, Wide mouth, Widely-spaced maxillary central incisors
CCDC144A	CCDC144A	1.06743E-169	1.21866677327121	2.57228531337494e-165	Unclassified	BrainSpLMD|9720	
ANKRD36	ANKRD36	9.22388E-168	0.929737306076821	2.22277071844379e-163	Unclassified		
ND3	ND3	5.73718E-167	0.770638736655402	1.38254452393207e-162			
PRRC2C	PRRC2C	3.36959E-164	1.22680604675341	8.12003534521236e-160	Unclassified	BrainSpLMD|23215	OMIM|617373
ARGLU1	ARGLU1	6.67039E-163	0.946877409268457	1.607429764419e-158	Unclassified	BrainSpLMD|55082;Eurexp|euxassay_001755|choroid plexus, lateral recess	OMIM|614046
TNNT2	TNNT2	2.70183E-149	1.18387281007998	6.51087676021899e-145	Structural protein	BrainSpLMD|7139;Eurexp|euxassay_000294|cardiac muscle, mesenchyme, tongue, ventricle, vertebral axis muscle system	OMIM|191045;HPO|7139|Autosomal dominant inheritance, Cardiomyopathy, Congestive heart failure, Dilated cardiomyopathy, Hypertrophic cardiomyopathy, Sudden death
WDR60	WDR60	1.11289E-142	1.33509883510484	2.68183457582374e-138	Unclassified	BrainSpLMD|55112;Eurexp|euxassay_012520|mandible, maxilla, olfactory, orbito-sphenoid	OMIM|615462;HPO|55112|Abdominal distention, Abnormal pelvis bone ossification, Abnormality of cardiovascular system morphology, Abnormality of pelvic girdle bone morphology, Abnormality of the clavicle, Abnormality of the metaphysis, Abnormality of the ribs, Abnormality of the sternum, Absent or minimally ossified vertebral bodies, Acetabular spurs, Ambiguous genitalia, Autosomal recessive inheritance, Brachydactyly, Cleft upper lip, Cone-shaped epiphysis, Congenital hepatic fibrosis, Cryptorchidism, Depressed nasal bridge, Disproportionate short-limb short stature, Epicanthus, Failure to thrive, Femoral bowing, Frontal bossing, Hydronephrosis, Hydrops fetalis, Hypoplasia of penis, Lethal skeletal dysplasia, Long philtrum, Macrocephaly, Micrognathia, Micromelia, Narrow chest, Pancreatic fibrosis, Polyhydramnios, Postaxial hand polydactyly, Postaxial polydactyly, Preaxial polydactyly, Pulmonary hypoplasia, Renal hypoplasia, Respiratory insufficiency, Short foot, Short long bone, Short palm, Short ribs, Short stature, Short thorax, Skeletal dysplasia, Syndactyly, Thoracic dysplasia, Urethrovaginal fistula, Uterus didelphys, Ventricular septal defect, Wide nose
