id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ABCA2	ABCA2	0.00000E+00	0.903799029863344	0	Transport/cargo protein	BrainSpLMD|20;BrainSpMouseDev|11141	OMIM|600047
ABTB2	ABTB2	0.00000E+00	0.606614388757689	0	Translation regulatory protein	BrainSpLMD|25841;Eurexp|euxassay_009127|arytenoid, axial skeleton, cartilaginous ring, cricoid, dorsal root ganglion, femur, fibula, footplate, handplate, mantle layer, marginal layer, medulla, mesenchyme, metatarsus, naris, otic capsule, paraxial mesenchyme, phalanx, primitive seminiferous tubules, rib, sternum, thyroid, tibia, turbinate bones, ventral grey horn, ventricular layer	
ACER3	ACER3	0.00000E+00	0.732538469250241	0	Enzyme: Hydrolase	BrainSpLMD|55331;Eurexp|euxassay_012582|vibrissa	OMIM|617036
ADAM10	ADAM10	0.00000E+00	0.622252626302826	0	Metallo protease	BrainSpLMD|102;Eurexp|euxassay_007598|anterior, dorsal root ganglion, epithelium, external, facial VII, glossopharyngeal IX, inner ear, lens, liver, naso-lacrimal duct, neural retina, olfactory, pectoral girdle and thoracic body wall, trigeminal V, vagus X;BrainSpMouseDev|11275	OMIM|602192;HPO|102|Autosomal dominant inheritance
ADIPOR2	ADIPOR2	0.00000E+00	0.717441033790014	0	Integral membrane protein	BrainSpLMD|79602;Eurexp|euxassay_001439|dorsal root ganglion, glossopharyngeal IX, trigeminal V, vagus X	OMIM|607946
AFMID	AFMID	0.00000E+00	0.589685108704948	0	Unclassified		
AGPAT4	AGPAT4	0.00000E+00	0.609033299292993	0	Enzyme: Acyltransferase	BrainSpLMD|56895	OMIM|614795
AGTPBP1	AGTPBP1	0.00000E+00	0.533092766259546	0	Carboxypeptidase	BrainSpLMD|23287;Eurexp|euxassay_007611|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, trigeminal V, vagus X, ventral grey horn	OMIM|606830
AK5	AK5	0.00000E+00	0.530891951650415	0	ATPase	BrainSpLMD|26289	OMIM|608009
AKAP6	AKAP6	0.00000E+00	0.493936083454512	0	Anchor protein	BrainSpLMD|9472;Eurexp|euxassay_011440|cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, meninges, neural retina, olfactory, skeletal muscle, thoracic, trigeminal V, vagus X, ventral grey horn, vestibulocochlear VIII, vomeronasal organ	OMIM|604691
ANKIB1	ANKIB1	0.00000E+00	0.584033163893237	0	Unclassified		
ANKUB1	ANKUB1	0.00000E+00	0.93428480253963	0			
ANLN	ANLN	0.00000E+00	0.988603724568872	0	Structural protein	BrainSpLMD|54443;Eurexp|euxassay_004352|ventricular layer	OMIM|616027;HPO|54443|Autosomal dominant inheritance, Focal segmental glomerulosclerosis, Nephrotic syndrome, Proteinuria, Stage 5 chronic kidney disease
APLP1	APLP1	0.00000E+00	0.923775076137144	0	Transcription regulatory protein;Unclassified	BrainSpLMD|333;Eurexp|euxassay_005371|adenohypophysis, brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, male, nasal septum, neural retina, olfactory, respiratory, spinal cord, stroma, thoracic, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|11590	OMIM|104775
APP	APP	0.00000E+00	0.404369322701266	0	Cell surface receptor	BrainSpLMD|351;BrainSpMouseDev|11607	SFARI||Autism, No category;OMIM|104760;HPO|351|Alzheimer disease, Autosomal dominant inheritance, Behavioral abnormality, Cerebellar hemorrhage, Cerebral amyloid angiopathy, Cerebral calcification, Cerebral hemorrhage, Cerebral ischemia, Coma, Dementia, Dysphagia, Febrile seizures, Gait disturbance, Global developmental delay, Headache, Heterogeneous, Intellectual disability, Long-tract signs, Memory impairment, Migraine, Myoclonus, Neurofibrillary tangles, Paresthesia, Parkinsonism, Recurrent cerebral hemorrhage, Seizures, Sensory impairment, Stroke, Tortuous cerebral arteries
ARAP2	ARAP2	0.00000E+00	0.556009729510787	0	GTPase activating protein	BrainSpLMD|116984	OMIM|606645
ARHGAP21	ARHGAP21	0.00000E+00	0.597474457936272	0	GTPase activating protein	BrainSpLMD|57584;Eurexp|euxassay_007662|dorsal root ganglion, glossopharyngeal IX, mantle layer, neural retina, trigeminal V, ventral grey horn	OMIM|609870
ASPA	ASPA	0.00000E+00	0.608403003175226	0	Enzyme: Hydrolase	BrainSpLMD|443;Eurexp|euxassay_013641|clavicle, cornea, dorsal root ganglion, facial VII, glossopharyngeal IX, incisor, lung, mandible, mantle layer, maxilla, metanephros, neural retina, nucleus pulposus, olfactory, submandibular gland primordium, testis, trigeminal V, urethra, vagus X, ventral grey horn, vestibulocochlear VIII, vibrissa, vomeronasal organ	OMIM|608034;HPO|443|Abnormality of visual evoked potentials, Aplasia/Hypoplasia involving the central nervous system, Autosomal recessive inheritance, Blindness, Brain atrophy, CNS demyelination, Coma, Delayed closure of the anterior fontanelle, Delayed speech and language development, Developmental regression, Dysphagia, EEG abnormality, Gastroesophageal reflux, Generalized seizures, Global developmental delay, Hearing impairment, Intellectual disability, Lethargy, Macrocephaly, Mild global developmental delay, Muscular hypotonia, Nystagmus, Opisthotonus, Optic atrophy, Seizures, Sleep disturbance, Spasticity, Visual loss
ATG4C	ATG4C	0.00000E+00	0.830621328232295	0	Cysteine protease	BrainSpLMD|84938	OMIM|611339
ATP8A1	ATP8A1	0.00000E+00	0.809284724908693	0	ATPase	BrainSpLMD|10396;Eurexp|euxassay_018768|anterior, brain, cervical, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, left lung, liver, neural retina, olfactory, rectum, right lung, spinal cord, thoracic, thymus primordium, trigeminal V, vagus X, vestibulocochlear VIII;BrainSpMouseDev|11766	SFARI||Autism, 5 - Hypothesized but untested;OMIM|609542
AUTS2	AUTS2	0.00000E+00	0.48192534515571	0	Unclassified	BrainSpLMD|26053	SFARI||Autism, 3 - Suggestive evidence;OMIM|607270;HPO|26053|Abnormal facial shape, Arthrogryposis multiplex congenita, Autism, Autosomal dominant inheritance, Brachycephaly, Cerebral palsy, Decreased palmar creases, Delayed speech and language development, Downslanted palpebral fissures, Feeding difficulties, Global developmental delay, Highly arched eyebrow, Hypertelorism, Intellectual disability, Kyphosis, Low-set ears, Microcephaly, Narrow mouth, Prominent nasal tip, Ptosis, Scoliosis, Short palpebral fissure, Short philtrum, Short stature, Small for gestational age, Strabismus, Thick eyebrow, Wide nasal base
AVEN	AVEN	0.00000E+00	0.626643800955647	0	Adapter molecule	BrainSpLMD|57099	OMIM|605265
BAIAP2L2	BAIAP2L2	0.00000E+00	0.607773489602621	0	Unclassified	BrainSpLMD|80115	OMIM|617536
BCAS3	BCAS3	0.00000E+00	0.596113993497237	0	Cell cycle control protein	BrainSpLMD|54828	OMIM|607470
BCL2L14	BCL2L14	0.00000E+00	0.702468200736466	0	Unclassified	BrainSpLMD|79370;Eurexp|euxassay_012659|excretory component, fundus region, rectum, submandibular gland primordium, thymus primordium, urethra	OMIM|606126
