id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ADAMTS3	ADAMTS3	0.00000E+00	0.503346502561035	0	Metallo protease	BrainSpLMD|9508	OMIM|605011
AP1G2	AP1G2	0.00000E+00	0.454186059251294	0	Transport/cargo protein	BrainSpLMD|8906	OMIM|603534
AP3S1	AP3S1	0.00000E+00	0.432389657296533	0	Adapter molecule	BrainSpLMD|1176	OMIM|601507
ARGLU1	ARGLU1	0.00000E+00	0.48056420586866	0	Unclassified	BrainSpLMD|55082;Eurexp|euxassay_001755|choroid plexus, lateral recess	OMIM|614046
ARHGEF28	ARHGEF28	0.00000E+00	0.453168470212779	0		BrainSpLMD|64283;Eurexp|euxassay_002393|cervical, cervico-thoracic, thoracic	OMIM|612790
ATL1	ATL1	0.00000E+00	0.419359784802529	0	GTPase	BrainSpLMD|51062	OMIM|606439;HPO|51062|Adult onset, Autoamputation, Autosomal dominant inheritance, Babinski sign, Degeneration of the lateral corticospinal tracts, Distal amyotrophy, Distal lower limb amyotrophy, Distal sensory impairment, Distal sensory loss of all modalities, Heterogeneous, Hyperreflexia, Impaired vibration sensation in the lower limbs, Incomplete penetrance, Insidious onset, Lower limb muscle weakness, Motor delay, Nail dysplasia, Nail dystrophy, Paraplegia, Paresthesia, Peripheral axonal neuropathy, Pes cavus, Progressive, Scoliosis, Spastic gait, Spastic paraplegia, Urinary bladder sphincter dysfunction, Urinary incontinence, Urinary urgency, Variable expressivity
ATP6V1H	ATP6V1H	0.00000E+00	0.479117810027258	0	ATPase	BrainSpLMD|51606;Eurexp|euxassay_000538|brain, central nervous system, ganglion, nerve, spinal cord	OMIM|608861
BDP1	BDP1	0.00000E+00	0.508976157297957	0	Transcription factor	BrainSpLMD|55814;Eurexp|euxassay_019513|dorsal root ganglion, incisor, lung, midgut, nucleus pulposus, submandibular gland primordium, vibrissa	OMIM|607012
C5orf30	C5orf30	0.00000E+00	0.418275677194207	0	Unclassified	BrainSpLMD|90355	OMIM|616608
CCDC144A	CCDC144A	0.00000E+00	0.739105302349415	0	Unclassified	BrainSpLMD|9720	
