id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ADAM33	ADAM33	0.00000E+00	0.98558305906625	0	Metallo protease	BrainSpLMD|80332	OMIM|607114
ARHGAP36	ARHGAP36	0.00000E+00	0.836926136499677	0		BrainSpLMD|158763;Eurexp|euxassay_007511|anterior abdominal wall, axial muscle, basal columns, diaphragm, extrinsic, mantle layer, olfactory, pectoral girdle and thoracic body wall, skeletal muscle, vertebral axis muscle system	OMIM|300937
CALB2	CALB2	0.00000E+00	0.886326467742592	0	Calcium binding protein	BrainSpLMD|794;BrainSpMouseDev|12093	OMIM|114051
CHRNA7	CHRNA7	0.00000E+00	0.870517542468626	0	Voltage gated channel	BrainSpLMD|1139;Eurexp|euxassay_008298|cervical, cervico-thoracic, mantle layer, marginal layer, thoracic, tongue, trigeminal V;BrainSpMouseDev|11230	SFARI||Autism, 3 - Suggestive evidence;OMIM|118511;HPO|1139|Abnormal facial shape, Autosomal dominant inheritance, Global developmental delay, Intellectual disability, Phenotypic variability
CNR1	CNR1	0.00000E+00	2.59973638082892	0	G protein coupled receptor	BrainSpLMD|1268;BrainSpMouseDev|12584	SFARI||Autism, 3 - Suggestive evidence;OMIM|114610
COL21A1	COL21A1	0.00000E+00	1.23510215905044	0	Extracellular matrix protein	BrainSpLMD|81578	OMIM|610002
CXCL14	CXCL14	0.00000E+00	3.38192751840831	0	Chemokine	BrainSpLMD|9547	OMIM|604186
DDR2	DDR2	0.00000E+00	0.638376926240258	0	Receptor tyrosine kinase	BrainSpLMD|4921;Eurexp|euxassay_010957|mandible, maxilla, midgut, oesophagus, stomach;BrainSpMouseDev|17981	OMIM|191311;COSMIC||squamous cell carcinoma, NSCLC, Spondylometaepiphyseal dysplasia, short limb-hand type;HPO|4921|Abnormal calcification of the carpal bones, Abnormality of the neck, Anterior rib cupping, Atlantoaxial instability, Autosomal recessive inheritance, Bell-shaped thorax, Bowing of the legs, Broad metacarpals, Broad phalanx, C1-C2 subluxation, Calcification of falx cerebri, Depressed nasal bridge, Disproportionate short-limb short stature, Elbow flexion contracture, Epiphyseal stippling, Flared iliac wings, Flared metaphysis, Frontal bossing, Generalized hypotonia, Global developmental delay, High palate, Hip subluxation, Hypertelorism, Hypoplasia of the odontoid process, Knee flexion contracture, Long fibula, Malar flattening, Metatarsus adductus, Micrognathia, Micromelia, Midface retrusion, Muscular hypotonia, Pectus excavatum, Platyspondyly, Posterior rib cupping, Progressive calcification of costochondral cartilage, Proptosis, Recurrent pneumonia, Restrictive ventilatory defect, Scoliosis, Short long bone, Short metacarpal, Short nose, Short phalanx of finger, Short ribs, Spinal cord compression, Spondyloepimetaphyseal dysplasia, Syringomyelia, Thoracic hypoplasia, Tracheal calcification, Triangular shaped distal phalanges of the hand
HAPLN1	HAPLN1	0.00000E+00	0.479987433038248	0	Extracellular matrix protein	BrainSpLMD|1404	OMIM|115435
KCNA3	KCNA3	0.00000E+00	0.692757248411807	0	Voltage gated channel	BrainSpLMD|3738;Eurexp|euxassay_010872|mantle layer	OMIM|176263
MC4R	MC4R	0.00000E+00	0.605830206431904	0	G protein coupled receptor	BrainSpLMD|4160;BrainSpMouseDev|16971	SFARI||Autism, No category;OMIM|155541;HPO|4160|Autosomal dominant inheritance, Autosomal recessive inheritance, Childhood-onset truncal obesity, Decreased resting energy expenditure, Increased adipose tissue, Obesity, Phenotypic variability, Polygenic inheritance, Polyphagia
NDNF	NDNF	0.00000E+00	0.601457443867611	0	Unclassified	BrainSpLMD|79625;Eurexp|euxassay_004095|body-wall mesenchyme, epithelium, intervertebral disc, left lung, mantle layer, marginal layer, mesenchyme, molar, right lung, ventricular layer, vertebral cartilage condensation, vertebral pre-cartilage condensation, vibrissa;BrainSpMouseDev|44012	OMIM|616506
NECAB2	NECAB2	0.00000E+00	0.997340119154797	0	Unclassified	BrainSpLMD|54550;Eurexp|euxassay_008081|mantle layer, trigeminal V;BrainSpMouseDev|78444	
NPAS1	NPAS1	0.00000E+00	0.563092815046779	0	Transcription factor	BrainSpLMD|4861;Eurexp|euxassay_008991|lateral wall, mantle layer, tegmentum;BrainSpMouseDev|17909	OMIM|603346
PNOC	PNOC	0.00000E+00	0.806091379024168	0	Ligand	BrainSpLMD|5368;BrainSpMouseDev|17922	OMIM|601459
PROX1	PROX1	0.00000E+00	0.668890110536629	0	Transcription factor	BrainSpLMD|5629;Eurexp|euxassay_004159|cardiovascular system, lens, liver, mantle layer, marginal layer, mesenchyme, pancreas, ventricle, ventricular layer;BrainSpMouseDev|18893	OMIM|601546
RGMB	RGMB	0.00000E+00	0.805878987135033	0	Unclassified	BrainSpLMD|285704;Eurexp|euxassay_011645|axial skeleton, dorsal root ganglion, hindgut, mantle layer, midgut, oesophagus, stomach	OMIM|612687
RGS12	RGS12	0.00000E+00	1.44991921141853	0	GTPase activating protein	BrainSpLMD|6002	OMIM|602512
RXRG	RXRG	0.00000E+00	0.485796314563487	0	Transcription factor	BrainSpLMD|6258;Eurexp|euxassay_018117|4th ventricle, diaphragm, glossopharyngeal IX, hindbrain, hypothalamus, lateral wall, limb, mantle layer, retina, tail, tongue, trigeminal V, vertebral axis muscle system, vestibulocochlear VIII;BrainSpMouseDev|19946	OMIM|180247
SCN7A	SCN7A	0.00000E+00	0.47200579641732	0	Voltage gated channel	BrainSpLMD|6332	SFARI||Autism, No category;OMIM|182392
SLC10A4	SLC10A4	0.00000E+00	0.683942720228989	0	Integral membrane protein	BrainSpLMD|201780;Eurexp|euxassay_010865|cervical, cervico-thoracic, mantle layer, thoracic, trigeminal V, ventral grey horn	
SLC7A2	SLC7A2	0.00000E+00	0.416922980178031	0	Membrane transport protein	BrainSpLMD|6542;Eurexp|euxassay_019684|adrenal gland, lens, mandible, maxilla, ovary, trachea, turbinate bones	OMIM|601872
SLCO5A1	SLCO5A1	0.00000E+00	0.430229537862072	0	Membrane transport protein	BrainSpLMD|81796;Eurexp|euxassay_019698|dorsal root ganglion, facial VII, glossopharyngeal IX, neural retina, pericardium, trigeminal V, vestibulocochlear VIII	OMIM|613543
SYT10	SYT10	0.00000E+00	0.412945334131488	0	Integral membrane protein	BrainSpLMD|341359;BrainSpMouseDev|33817	
THSD7B	THSD7B	0.00000E+00	0.819673292797025	0	Unclassified		
DCN	DCN	3.37831E-299	0.598284153131703	8.14105044158196e-295	Extracellular matrix protein	BrainSpLMD|1634;BrainSpMouseDev|12959	OMIM|125255;HPO|1634|Autosomal dominant inheritance, Congenital corneal dystrophy, Increased corneal thickness, Progressive visual loss
PCDH18	PCDH18	8.71471E-291	0.449869425657788	2.10007186796673e-286	Adhesion molecule	BrainSpLMD|54510;BrainSpMouseDev|49014	OMIM|608287
SIPA1L2	SIPA1L2	2.20254E-271	0.627739109495731	5.30768408800037e-267	GTPase activating protein	BrainSpLMD|57568;Eurexp|euxassay_006320|mantle layer, marginal layer, thymus primordium, ventricular layer;BrainSpMouseDev|89268	OMIM|611609
PRELID2	PRELID2	5.38950E-246	0.865763145780171	1.29876090634357e-241	Unclassified	BrainSpLMD|153768	
VSTM2A-OT1	VSTM2A-OT1	1.68810E-241	0.487873608702459	4.06797182544805e-237			
KMO	KMO	4.76819E-241	0.516656003504864	1.14903888435863e-236	Enzyme: Hydroxylase	BrainSpLMD|8564	SFARI||Autism, No category;OMIM|603538
CDH4	CDH4	1.73999E-239	0.439486301203657	4.19303326127863e-235	Adhesion molecule	BrainSpLMD|1002;BrainSpMouseDev|12346	OMIM|603006
NDST4	NDST4	9.82869E-236	0.467328054176719	2.36851651256544e-231	Enzyme: Sulphotransferase	BrainSpLMD|64579;Eurexp|euxassay_009423|mantle layer;BrainSpMouseDev|41177	OMIM|615039
ANKRD50	ANKRD50	1.06883E-234	0.513041221540027	2.57567648618881e-230	Unclassified	BrainSpLMD|57182	
TMEM47	TMEM47	1.61603E-229	0.549631690362473	3.89429906632783e-225	Integral membrane protein	BrainSpLMD|83604;Eurexp|euxassay_008336|ventral grey horn, ventricular layer, vertebral axis muscle system	OMIM|300698
CNTNAP4	CNTNAP4	1.59925E-224	0.535372034903663	3.85387137327912e-220	Adhesion molecule	BrainSpLMD|85445;BrainSpMouseDev|81891	SFARI||Autism, 3 - Suggestive evidence;OMIM|610518
CPNE6	CPNE6	6.18924E-198	0.490388056679552	1.49148405190224e-193	Transport/cargo protein	BrainSpLMD|9362	OMIM|605688
TCF4	TCF4	2.58841E-196	0.4843818915539	6.23755796209656e-192	Transcription factor	BrainSpLMD|6925;BrainSpMouseDev|21174	SFARI||Autism, No category;OMIM|602272;HPO|6925|Abnormal large intestine physiology, Abnormality of the palate, Absent speech, Aggressive behavior, Anteverted nares, Aphasia, Ascites, Astigmatism, Ataxia, Autoimmunity, Autosomal dominant inheritance, Cirrhosis, Clinodactyly, Clubbing, Coarse facial features, Constipation, Cryptorchidism, Cupped ear, Deeply set eye, Dilated superficial abdominal veins, Dysautonomia, Dysphasia, Echolalia, Elevated alkaline phosphatase of hepatic origin, Elevated hepatic transaminases, Encephalopathy, Esophagitis, Failure of eruption of permanent teeth, Failure to thrive, Feeding difficulties, Fever, Full cheeks, Gait ataxia, Gastroesophageal reflux, Generalized hypotonia, Global developmental delay, Growth delay, Hepatic fibrosis, Hepatomegaly, Hepatosplenomegaly, Hiatus hernia, Hypoplasia of the corpus callosum, Incoordination, Intellectual disability, Intellectual disability, progressive, Intellectual disability, severe, Intermittent hyperventilation, Microcephaly, Micropenis, Misalignment of teeth, Motor delay, Muscular hypotonia, Mutism, Myopia, Narrow foot, Narrow forehead, Open mouth, Palmar telangiectasia, Pes planus, Pes valgus, Portal hypertension, Seizures, Short neck, Short philtrum, Single transverse palmar crease, Sleep apnea, Specific learning disability, Spider hemangioma, Splenomegaly, Strabismus, Tapered finger, Thick vermilion border, Thickened helices, Ulcerative colitis, Upslanted palpebral fissure, Weight loss, Wide mouth, Wide nasal bridge, Widely spaced teeth
SLC7A14	SLC7A14	8.70843E-196	0.567102714013912	2.09855741296868e-191	Integral membrane protein	BrainSpLMD|57709	OMIM|615720;HPO|57709|Abnormal electroretinogram, Abnormality of retinal pigmentation, Abnormality of the retinal vasculature, Abnormality of the testis, Anteverted nares, Atypical scarring of skin, Autosomal recessive inheritance, Blindness, Cataract, Conductive hearing impairment, Glaucoma, Hyperinsulinemia, Hypogonadism, Hypoplasia of penis, Intellectual disability, Keratoconus, Nyctalopia, Nystagmus, Obesity, Ophthalmoplegia, Optic atrophy, Photophobia, Progressive night blindness, Retinal atrophy, Rod-cone dystrophy, Sensorineural hearing impairment, Visual field defect, Wide nasal bridge
TXNDC16	TXNDC16	2.44392E-186	0.447456147192454	5.88935613081973e-182	Unclassified		OMIM|616179
WWP1	WWP1	9.05869E-185	0.551144833134526	2.18296196312429e-180	Ubiquitin proteasome system protein	BrainSpLMD|11059	OMIM|602307
CCNH	CCNH	5.78513E-180	0.722433612919907	1.39410007144181e-175	Transcription regulatory protein	BrainSpLMD|902;Eurexp|euxassay_000265|cranium	OMIM|601953
LPIN2	LPIN2	1.81475E-177	0.485499721067417	4.37319537007317e-173	Unclassified	BrainSpLMD|9663	OMIM|605519;HPO|9663|Abnormality of bone marrow cell morphology, Acne, Arthralgia, Autosomal recessive inheritance, Bone pain, Cachexia, Chronic recurrent multifocal osteomyelitis, Congenital hypoplastic anemia, Edema, Failure to thrive, Fever, Flexion contracture, Growth delay, Headache, Hepatomegaly, Hypochromic microcytic anemia, Increased bone mineral density, Inflammatory abnormality of the skin, Leukocytosis, Metaphyseal irregularity, Myalgia, Osteomyelitis, Papule, Pustule, Splenomegaly, Synovitis
GABRG1	GABRG1	7.55097E-177	0.437636899732436	1.81963375170424e-172	Extracellular ligand gated channel	BrainSpLMD|2565;Eurexp|euxassay_008368|mantle layer;BrainSpMouseDev|14181	OMIM|137166
LINC01197	LINC01197	1.89241E-174	0.452609159116239	4.56033696467174e-170			
CCDC85A	CCDC85A	2.52740E-172	0.4247610052811	6.09052492348026e-168	Unclassified	Eurexp|euxassay_013461|dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, trigeminal V, vagus X	
NR2F1	NR2F1	1.34741E-162	0.413255353595644	3.2469956146922e-158	Nuclear receptor	BrainSpLMD|7025;BrainSpMouseDev|13643	SFARI||Autism, 4 - Minimal evidence;OMIM|132890;HPO|7025|Autosomal dominant inheritance, Global developmental delay, Intellectual disability, Nystagmus, Optic atrophy, Optic disc pallor, Reduced visual acuity, Strabismus, Tapered finger, Visual field defect, Visual impairment
EPHA7	EPHA7	2.57450E-161	0.513447657882187	6.20403705053477e-157	Receptor tyrosine kinase	BrainSpLMD|2045;Eurexp|euxassay_008884|eyelid, incisor, lip, lung, mantle layer, mesenchyme, metanephros, metatarsus, molar, palatal shelf, penis, phalanx, saccule, tongue, trigeminal V, urethra, valve;BrainSpMouseDev|13619	OMIM|602190;COSMIC||CRC, melanoma
L3MBTL4	L3MBTL4	1.13049E-159	0.439982228919202	2.72424276861352e-155	Transcription regulatory protein	BrainSpLMD|91133	OMIM|617135
HMBOX1	HMBOX1	4.75070E-152	0.533766670115925	1.14482330965728e-147	Transcription factor	BrainSpLMD|79618;Eurexp|euxassay_010119|basal columns, mantle layer;BrainSpMouseDev|85487	
KIDINS220	KIDINS220	1.44785E-149	0.555774100788469	3.48903355293847e-145	Integral membrane protein	Eurexp|euxassay_009418|brain, cervical, cervico-thoracic, facial VII, glossopharyngeal IX, neural retina, olfactory, spinal cord, thoracic, trigeminal V, vagus X, vestibulocochlear VIII	OMIM|615759;HPO|57498|Astigmatism, Autosomal dominant inheritance, Cerebral atrophy, Deeply set eye, Delayed myelination, Delayed speech and language development, Dilation of lateral ventricles, Esotropia, Full cheeks, Global developmental delay, Hypermetropia, Hyperreflexia, Infantile onset, Intellectual disability, Limb hypertonia, Muscular hypotonia of the trunk, Nystagmus, Prominent forehead, Reduced visual acuity, Spastic paraplegia
KIF1A	KIF1A	1.55100E-146	0.449774335208505	3.73759694185668e-142	Motor protein	BrainSpLMD|547;Eurexp|euxassay_016778|alar plate, basal plate, cerebellum, cervico-thoracic, dorsal root ganglion, facial VII, glossopharyngeal IX, mantle layer, neural retina, olfactory, thoracic, trigeminal V, vagus X, vestibulocochlear VIII, vomeronasal organ	OMIM|601255;HPO|547|Abnormal cortical bone morphology, Abnormality of epiphysis morphology, Abnormality of eye movement, Abnormality of metabolism/homeostasis, Abnormality of movement, Abnormality of the ankles, Abnormality of the eye, Abnormality of the hip bone, Abnormality of the knee, Abnormality of the palate, Abnormality of upper lip, Acral ulceration leading to autoamputation of digits, Anhidrosis, Ankle clonus, Anteverted nares, Areflexia, Atrophy/Degeneration affecting the brainstem, Autosomal dominant inheritance, Autosomal recessive inheritance, Babinski sign, Biparietal narrowing, Cerebellar atrophy, Cerebral cortical atrophy, Decreased nerve conduction velocity, Decreased number of peripheral myelinated nerve fibers, Decreased sensory nerve conduction velocity, Decreased taste sensation, Drowsiness, Dysmetria, Dystrophic fingernails, Dystrophic toenail, Edema of the lower limbs, Epicanthus, Episodic hyperhidrosis, External ear malformation, Feeding difficulties, Feeding difficulties in infancy, Foot acroosteolysis, Full cheeks, Gastroesophageal reflux, Generalized hypotonia, Gingival overgrowth, Global developmental delay, Hydrocephalus, Hyperhidrosis, Hyperlordosis, Hyperreflexia, Hyporeflexia, Hypsarrhythmia, Infantile onset, Infantile spasms, Intellectual disability, severe, Limitation of joint mobility, Lower limb amyotrophy, Lower limb muscle weakness, Lower limb spasticity, Macrotia, Malar flattening, Microcephaly, Midface retrusion, Open mouth, Optic atrophy, Osteolytic defects of the phalanges of the hand, Painless fractures due to injury, Palpebral edema, Paronychia, Peripheral axonal neuropathy, Peripheral edema, Peripheral neuropathy, Porencephalic cyst, Progressive, Recurrent respiratory infections, Reduced bone mineral density, Severe muscular hypotonia, Short nose, Skeletal muscle atrophy, Slow progression, Spastic gait, Spastic paraplegia, Tapered finger, Urinary bladder sphincter dysfunction, Variable expressivity, Ventriculomegaly, Visual loss, Wormian bones
