id	symbol	p_val|float	avg_logFC|float	p_val_adj|float	_hprdClass	_expr	_geneLists
ADAMTS5	ADAMTS5	0.00000E+00	0.872796918551165	0	Metallo protease	BrainSpLMD|11096	OMIM|605007
COL15A1	COL15A1	0.00000E+00	1.01352845862763	0	Extracellular matrix protein	BrainSpLMD|1306;Eurexp|euxassay_002783|axial muscle, bladder, choroid plexus, ductus deferens, hindgut, marginal layer, mesenchyme, metanephros, metatarsus, midgut, nasal septum, pelvic girdle, pericardium, skeletal muscle, stomach, submandibular gland primordium, turbinate bones;BrainSpMouseDev|12602	OMIM|120325
FAM19A4	FAM19A4	0.00000E+00	1.07466843253137	0	Secreted polypeptide	BrainSpLMD|151647;Eurexp|euxassay_007030|basal columns, dorsal root ganglion, glossopharyngeal IX, incisor, inner ear, mantle layer, molar, trigeminal V, vagus X	OMIM|617498
GPR149	GPR149	0.00000E+00	0.840379105916851	0	G protein coupled receptor		
NOG	NOG	0.00000E+00	0.81422051133107	0	Secreted polypeptide	BrainSpLMD|9241;Eurexp|euxassay_009618|axial skeleton, mandible, mantle layer, nasal septum, otic capsule, phalanx, rib, sternum, thyroid, turbinate bones, ventral grey horn;BrainSpMouseDev|17888	OMIM|602991;HPO|9241|2-3 toe syndactyly, Abnormal vertebral morphology, Abnormality of the ankles, Absent distal interphalangeal creases, Absent distal phalanges, Absent fingernail, Absent phalangeal crease, Anonychia, Aplasia/Hypoplasia of the distal phalanges of the hand, Aplasia/Hypoplasia of the distal phalanges of the toes, Aplasia/Hypoplasia of the middle phalanges of the hand, Aplasia/Hypoplasia of the middle phalanges of the toes, Aplasia/Hypoplasia of the nails, Aplastic/hypoplastic toenail, Autosomal dominant inheritance, Brachydactyly, Broad hallux, Broad thumb, Camptodactyly of finger, Carpal synostosis, Clinodactyly, Conductive hearing impairment, Congenital stapes ankylosis, Cubitus valgus, Cutaneous finger syndactyly, Cutaneous syndactyly of toes, Dislocated radial head, Elbow ankylosis, Elbow dislocation, Enlargement of the costochondral junction, Finger syndactyly, Fusion of midphalangeal joints, Hypermetropia, Hypoplastic nasal septum, Hypoplastic spinal processes, Long nose, Low hanging columella, Lower limb undergrowth, Metacarpophalangeal synostosis, Narrow face, Pectus excavatum, Progressive conductive hearing impairment, Progressive fusion 2nd-5th pip joints, Proximal placement of thumb, Proximal symphalangism, Proximal symphalangism of hands, Proximal/middle symphalangism of 5th finger, Radial deviation of finger, Sensorineural hearing impairment, Short 1st metacarpal, Short 5th metacarpal, Short distal phalanx of finger, Short distal phalanx of toe, Short finger, Short foot, Short hallux, Short humerus, Short lower limbs, Short philtrum, Short stature, Short sternum, Single transverse palmar crease, Spinal canal stenosis, Stapes ankylosis, Strabismus, Symphalangism affecting the phalanges of the hand, Synostosis of carpal bones, Tarsal synostosis, Thick upper lip vermilion, Thin upper lip vermilion, Toe syndactyly, Type B brachydactyly, Underdeveloped nasal alae, Waddling gait
NPNT	NPNT	0.00000E+00	1.28031948235566	0	Unclassified	BrainSpLMD|255743;Eurexp|euxassay_007623|choroid plexus, clavicle, diaphragm, incisor, mandible, mantle layer, maxilla, mesenchyme, metanephros, midgut, nasal septum, olfactory, orbito-sphenoid, penis, pericardial cavity, pleural cavity, skeletal muscle, stomach, vault of skull, ventral grey horn, vertebral axis muscle system, vibrissa	OMIM|610306
PTHLH	PTHLH	0.00000E+00	1.23768413962653	0	Peptide hormone	BrainSpLMD|5744;BrainSpMouseDev|18990	OMIM|168470;HPO|5744|Autosomal dominant inheritance, Brachydactyly, Joint hyperflexibility, Short distal phalanx of finger, Short metacarpal, Short metatarsal, Short stature, Type E brachydactyly
PVALB	PVALB	0.00000E+00	1.48666311396624	0	Calcium binding protein	BrainSpLMD|5816;Eurexp|euxassay_011539|dorsal root ganglion, mantle layer, marginal layer, tegmentum, trigeminal V, ventricular layer, vestibulocochlear VIII;BrainSpMouseDev|19056	SFARI||Autism, 5 - Hypothesized but untested;OMIM|168890
ZNF385D-AS2	ZNF385D-AS2	0.00000E+00	1.10296784957689	0			
C1QL1	C1QL1	1.86660E-268	0.661457906460369	4.49813962239687e-264	Unclassified	BrainSpLMD|10882	OMIM|611586
TMTC1	TMTC1	4.30528E-209	1.1988663428664	1.03748622035452e-204	Unclassified	BrainSpLMD|83857;Eurexp|euxassay_013458|choroid plexus, dorsal root ganglion, mantle layer, trigeminal V, ventral grey horn	OMIM|615855
MME	MME	9.23368E-187	0.703041344250034	2.22513104798329e-182	Metallo protease	BrainSpLMD|4311	OMIM|120520;HPO|4311|Adult onset, Areflexia, Autosomal dominant inheritance, Autosomal recessive inheritance, Cerebellar atrophy, Distal amyotrophy, Distal sensory impairment, Dysarthria, Foot dorsiflexor weakness, Gait ataxia, Hyporeflexia, Limb ataxia, Pes cavus, Slow progression, Tremor, Unsteady gait
NACC2	NACC2	3.65368E-180	0.912644100876279	8.80464886075778e-176	Unclassified	BrainSpLMD|138151;Eurexp|euxassay_003015|basal plate, calyces, incisor, limb, marginal layer, molar, submandibular gland primordium, tail	OMIM|615786
